dataset,week,model,protocol,reference_protocol,metric,delta,ci_low,ci_high,n_clusters
oulab,6,temporal_hgb,static_full,cutoff_valid,brier,-0.026839802398552465,-0.031031706956510682,-0.02080644141180432,22
oulab,6,temporal_hgb,static_full,cutoff_valid,ece,-0.0018319411756738315,-0.0054402321028900165,0.0036789615976135785,22
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,auc,-0.009304488750875306,-0.0156916870608725,-0.003214556728506508,22
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,pr_auc_risk,0.01882388866752538,-0.0035700546643575247,0.03925112949256056,22
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,brier,0.009192573740034404,0.0065020270961765655,0.012103031671250809,22
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,ece,-0.0015374636893143957,-0.006521208338607505,0.010363029563231879,22
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,auc,-0.01671481351362991,-0.022568620436320776,-0.011719737681556614,22
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,pr_auc_risk,-0.03971485253264628,-0.05096784529950222,-0.030575390091399555,22
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,brier,0.00788200027885358,0.004661680084171509,0.011133289574644897,22
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,ece,0.042189281682890684,-0.0021210665095156575,0.05093838468742911,22
oulab,8,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,auc,-0.013497211076837212,-0.019461227740407126,-0.007176504171543533,22
oulab,8,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,pr_auc_risk,0.015138781294521508,-0.00601483591671719,0.034111176548444054,22
oulab,8,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,brier,0.01365391843625044,0.010861696574849,0.01682739259081214,22
oulab,8,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,ece,0.053192603659581915,0.003048327728725518,0.06874074152558622,22
oulab,8,base_lr_profile,static_full,cutoff_valid,auc,0.06028001334370414,0.04925539264961403,0.0723631026904681,22
oulab,8,base_lr_profile,static_full,cutoff_valid,pr_auc_risk,0.17619758640783922,0.15339566087206283,0.2001725254906732,22
