dataset,week,model,protocol,reference_protocol,budget,n_candidates,n_reference,n_flagged,n_actionable_candidates,n_actionable_flagged,n_invalid_flagged,precision,actionable_precision,precision_among_actionable,wasted_budget_rate,recall_protocol,coverage_adjusted_recall,candidate_coverage
oulab,2,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.2,28070,28069,5612,26425,4682,930,0.7414468995010691,0.5757305773342837,0.6900897052541649,0.16571632216678547,0.3179005271602109,0.25424929178470257,0.9414300473832342
oulab,2,base_rf_gini,static_full,cutoff_valid,0.2,32593,28069,5612,28069,2502,3110,0.8987883107626514,0.34461867426942266,0.7729816147082335,0.5541696364932288,0.29311947931194793,0.15218759836323575,1.0
oulab,2,stack_7_full,activity_conditioned,cutoff_valid,0.01,28070,28069,281,26425,155,126,0.9039145907473309,0.4555160142348754,0.8258064516129032,0.4483985765124555,0.019405607762243104,0.010072395341517154,0.9414300473832342
oulab,2,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.01,28069,28069,281,28069,281,0,0.8683274021352313,0.8683274021352313,0.8683274021352313,0.0,0.019200503619767075,0.019200503619767075,1.0
oulab,2,stack_7_full,cutoff_valid,cutoff_valid,0.01,28069,28069,281,28069,281,0,0.896797153024911,0.896797153024911,0.896797153024911,0.0,0.019830028328611898,0.019830028328611898,1.0
oulab,2,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.01,28070,28069,281,26425,199,82,0.900355871886121,0.608540925266904,0.8592964824120602,0.2918149466192171,0.019329207731683094,0.013456090651558074,0.9414300473832342
oulab,2,stack_7_full,static_full,cutoff_valid,0.01,32593,28069,281,28069,37,244,0.9893238434163701,0.12099644128113879,0.918918918918919,0.8683274021352313,0.016155276615527663,0.0026754800125904942,1.0
oulab,2,stack_7_full,activity_conditioned,cutoff_valid,0.05,28070,28069,1404,26425,926,478,0.8490028490028491,0.5085470085470085,0.7710583153347732,0.34045584045584043,0.09106883642753458,0.056185080264400375,0.9414300473832342
oulab,2,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.05,28069,28069,1404,28069,1404,0,0.8226495726495726,0.8226495726495726,0.8226495726495726,0.0,0.0908876298394712,0.0908876298394712,1.0
oulab,2,stack_7_full,cutoff_valid,cutoff_valid,0.05,28069,28069,1404,28069,1404,0,0.8290598290598291,0.8290598290598291,0.8290598290598291,0.0,0.09159584513692162,0.09159584513692162,1.0
oulab,2,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.05,28070,28069,1404,26425,1038,366,0.8333333333333334,0.5726495726495726,0.7745664739884393,0.2606837606837607,0.0893880357552143,0.06326723323890462,0.9414300473832342
oulab,2,stack_7_full,static_full,cutoff_valid,0.05,32593,28069,1404,28069,329,1075,0.9565527065527065,0.1908831908831909,0.8145896656534954,0.7656695156695157,0.07804509530450952,0.021089077746301543,1.0
oulab,2,stack_7_full,activity_conditioned,cutoff_valid,0.1,28070,28069,2808,26425,2060,748,0.8208689458689459,0.5548433048433048,0.7563106796116504,0.26638176638176636,0.17610207044082818,0.12259993704752911,0.9414300473832342
oulab,2,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.1,28069,28069,2808,28069,2808,0,0.7998575498575499,0.7998575498575499,0.7998575498575499,0.0,0.17673906200818382,0.17673906200818382,1.0
oulab,2,stack_7_full,cutoff_valid,cutoff_valid,0.1,28069,28069,2808,28069,2808,0,0.8037749287749287,0.8037749287749287,0.8037749287749287,0.0,0.17760465848284546,0.17760465848284546,1.0
oulab,2,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.1,28070,28069,2808,26425,2193,615,0.8094729344729344,0.5904558404558404,0.7560419516643867,0.21901709401709402,0.1736572694629078,0.13046899590808939,0.9414300473832342
oulab,2,stack_7_full,static_full,cutoff_valid,0.1,32593,28069,2808,28069,825,1983,0.9419515669515669,0.23575498575498577,0.8024242424242424,0.7061965811965812,0.15370757787075778,0.052093169656909036,1.0
oulab,2,stack_7_full,activity_conditioned,cutoff_valid,0.2,28070,28069,5612,26425,4545,1067,0.7557020669992872,0.565751960085531,0.6985698569856986,0.19012829650748397,0.32401252960501187,0.2498426188227888,0.9414300473832342
oulab,2,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.2,28069,28069,5612,28069,5612,0,0.7409123307198859,0.7409123307198859,0.7409123307198859,0.0,0.3271954674220963,0.3271954674220963,1.0
oulab,2,stack_7_full,cutoff_valid,cutoff_valid,0.2,28069,28069,5612,28069,5612,0,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.0,0.3264085615360403,0.3264085615360403,1.0
oulab,2,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.2,28070,28069,5612,26425,4652,960,0.7505345687811832,0.579472558802566,0.6990541702493551,0.17106200997861726,0.32179692871877147,0.2559017941454202,0.9414300473832342
oulab,2,stack_7_full,static_full,cutoff_valid,0.2,32593,28069,5612,28069,2422,3190,0.905559515324305,0.3374910905203136,0.781998348472337,0.5684248039914469,0.29532775453277543,0.14903997481901166,1.0
oulab,2,temporal_hgb,activity_conditioned,cutoff_valid,0.01,28070,28069,281,26425,189,92,0.7935943060498221,0.46619217081850534,0.6931216931216931,0.3274021352313167,0.017037206814882726,0.010308467107333963,0.9414300473832342
oulab,2,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.01,28069,28069,281,28069,281,0,0.7758007117437722,0.7758007117437722,0.7758007117437722,0.0,0.017154548316021402,0.017154548316021402,1.0
oulab,2,temporal_hgb,cutoff_valid,cutoff_valid,0.01,28069,28069,281,28069,281,0,0.8113879003558719,0.8113879003558719,0.8113879003558719,0.0,0.01794145420207743,0.01794145420207743,1.0
oulab,2,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.01,28070,28069,281,26425,191,90,0.7935943060498221,0.47330960854092524,0.6963350785340314,0.3202846975088968,0.017037206814882726,0.010465848284545168,0.9414300473832342
oulab,2,temporal_hgb,static_full,cutoff_valid,0.01,32593,28069,281,28069,113,168,0.8825622775800712,0.29537366548042704,0.7345132743362832,0.597864768683274,0.014411901441190145,0.00653131885426503,1.0
oulab,2,temporal_hgb,activity_conditioned,cutoff_valid,0.05,28070,28069,1404,26425,1040,364,0.8048433048433048,0.5455840455840456,0.7365384615384616,0.25925925925925924,0.08633203453281381,0.06027699087189172,0.9414300473832342
oulab,2,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.05,28069,28069,1404,28069,1404,0,0.8062678062678063,0.8062678062678063,0.8062678062678063,0.0,0.08907774630154233,0.08907774630154233,1.0
oulab,2,temporal_hgb,cutoff_valid,cutoff_valid,0.05,28069,28069,1404,28069,1404,0,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.0,0.0879760780610639,0.0879760780610639,1.0
oulab,2,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.05,28070,28069,1404,26425,1063,341,0.7692307692307693,0.5263532763532763,0.6952022577610536,0.24287749287749288,0.0825120330048132,0.05815234497954045,0.9414300473832342
oulab,2,temporal_hgb,static_full,cutoff_valid,0.05,32593,28069,1404,28069,521,883,0.9031339031339032,0.2813390313390313,0.7581573896353166,0.6289173789173789,0.07368665736866574,0.031082782499213094,1.0
oulab,2,temporal_hgb,activity_conditioned,cutoff_valid,0.1,28070,28069,2808,26425,2171,637,0.7553418803418803,0.5284900284900285,0.6835559649930908,0.22685185185185186,0.16204446481778592,0.11677683349071451,0.9414300473832342
oulab,2,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.1,28069,28069,2808,28069,2808,0,0.76994301994302,0.76994301994302,0.76994301994302,0.0,0.1701290525653132,0.1701290525653132,1.0
oulab,2,temporal_hgb,cutoff_valid,cutoff_valid,0.1,28069,28069,2808,28069,2808,0,0.7642450142450142,0.7642450142450142,0.7642450142450142,0.0,0.16887000314762354,0.16887000314762354,1.0
oulab,2,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.1,28070,28069,2808,26425,2196,612,0.7528490028490028,0.5349002849002849,0.6839708561020036,0.21794871794871795,0.16150966460386584,0.11819326408561535,0.9414300473832342
oulab,2,temporal_hgb,static_full,cutoff_valid,0.1,32593,28069,2808,28069,1052,1756,0.9102564102564102,0.28881766381766383,0.7709125475285171,0.6253561253561254,0.14853556485355648,0.06381806735914385,1.0
oulab,2,temporal_hgb,activity_conditioned,cutoff_valid,0.2,28070,28069,5612,26425,4611,1001,0.7134711332858161,0.5352815395580898,0.6514855779657341,0.17836778332145403,0.30590572236228897,0.2363865281712307,0.9414300473832342
oulab,2,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.2,28069,28069,5612,28069,5612,0,0.7040270848182466,0.7040270848182466,0.7040270848182466,0.0,0.31090651558073656,0.31090651558073656,1.0
oulab,2,temporal_hgb,cutoff_valid,cutoff_valid,0.2,28069,28069,5612,28069,5612,0,0.7084818246614397,0.7084818246614397,0.7084818246614397,0.0,0.3128737802958766,0.3128737802958766,1.0
oulab,2,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.2,28070,28069,5612,26425,4651,961,0.7140057020669993,0.542943692088382,0.6551279294775317,0.171240199572345,0.306134922453969,0.23977022348127164,0.9414300473832342
oulab,2,temporal_hgb,static_full,cutoff_valid,0.2,32593,28069,5612,28069,2590,3022,0.880256593014968,0.3455096222380613,0.7486486486486487,0.5384889522451889,0.2870757787075779,0.15258105130626376,1.0
oulab,4,base_lr_profile,activity_conditioned,cutoff_valid,0.01,28956,27535,274,26769,234,40,0.7992700729927007,0.656934306569343,0.7692307692307693,0.145985401459854,0.016005262003946502,0.014807502467917079,0.9721808607227166
oulab,4,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.7591240875912408,0.7591240875912408,0.7591240875912408,0.0,0.017110891740704178,0.017110891740704178,1.0
oulab,4,base_lr_profile,cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.948905109489051,0.948905109489051,0.948905109489051,0.0,0.021388614675880224,0.021388614675880224,1.0
oulab,4,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.01,28956,27535,274,26769,244,30,0.8029197080291971,0.6934306569343066,0.7786885245901639,0.10948905109489052,0.016078345392092377,0.01563014149391247,0.9721808607227166
oulab,4,base_lr_profile,static_full,cutoff_valid,0.01,32593,27535,274,27535,60,214,0.9854014598540146,0.20437956204379562,0.9333333333333333,0.781021897810219,0.015690376569037656,0.004606778545574202,1.0
oulab,4,base_lr_profile,activity_conditioned,cutoff_valid,0.05,28956,27535,1374,26769,1183,191,0.7117903930131004,0.574235807860262,0.6669484361792054,0.13901018922852984,0.0714755536066652,0.06490621915103653,0.9721808607227166
oulab,4,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.6746724890829694,0.6746724890829694,0.6746724890829694,0.0,0.07625863770977295,0.07625863770977295,1.0
oulab,4,base_lr_profile,cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.7947598253275109,0.7947598253275109,0.7947598253275109,0.0,0.08983218163869694,0.08983218163869694,1.0
oulab,4,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.05,28956,27535,1374,26769,1222,152,0.7023289665211062,0.5931586608442504,0.6669394435351882,0.11062590975254731,0.07052546956076884,0.06704508061862455,0.9721808607227166
oulab,4,base_lr_profile,static_full,cutoff_valid,0.05,32593,27535,1374,27535,305,1069,0.970160116448326,0.19213973799126638,0.8655737704918033,0.7780203784570596,0.07746397024639702,0.02171767028627838,1.0
oulab,4,base_lr_profile,activity_conditioned,cutoff_valid,0.1,28956,27535,2753,26769,2400,353,0.6803487104976389,0.553214674900109,0.6345833333333334,0.12822375590265164,0.13688518599722282,0.12528792365909838,0.9721808607227166
oulab,4,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.6425717399200872,0.6425717399200872,0.6425717399200872,0.0,0.14552484369858507,0.14552484369858507,1.0
oulab,4,base_lr_profile,cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.7134035597529967,0.7134035597529967,0.7134035597529967,0.0,0.16156630470549524,0.16156630470549524,1.0
oulab,4,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.1,28956,27535,2753,26769,2455,298,0.6698147475481293,0.5626589175444969,0.6309572301425662,0.10824555030875409,0.13476576774099247,0.1274267851266864,0.9721808607227166
oulab,4,base_lr_profile,static_full,cutoff_valid,0.1,32593,27535,2753,27535,681,2072,0.9585906284053759,0.20595713766799856,0.8325991189427313,0.7526334907373774,0.1533589028358903,0.04664363277393879,1.0
oulab,4,base_lr_profile,activity_conditioned,cutoff_valid,0.2,28956,27535,5508,26769,4873,635,0.6383442265795207,0.523602033405955,0.5918325466858199,0.11528685548293391,0.2569611927208945,0.2372490950970714,0.9721808607227166
oulab,4,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.6043936092955701,0.6043936092955701,0.6043936092955701,0.0,0.27385653175386643,0.27385653175386643,1.0
oulab,4,base_lr_profile,cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.6376180101670298,0.6376180101670298,0.6376180101670298,0.0,0.2889108259295821,0.2889108259295821,1.0
oulab,4,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.2,28956,27535,5508,26769,4938,570,0.635439360929557,0.5324981844589688,0.5939651680842446,0.10348583877995643,0.2557918585105606,0.24128002632444884,0.9721808607227166
oulab,4,base_lr_profile,static_full,cutoff_valid,0.2,32593,27535,5508,27535,2460,3048,0.866557734204793,0.3139070442992012,0.7028455284552846,0.5533769063180828,0.27737099023709905,0.1422342875946035,1.0
oulab,4,base_rf_gini,activity_conditioned,cutoff_valid,0.01,28956,27535,274,26769,98,176,0.9562043795620438,0.31386861313868614,0.8775510204081632,0.6423357664233577,0.019147847694219105,0.007074695623560382,0.9721808607227166
oulab,4,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.9452554744525548,0.9452554744525548,0.9452554744525548,0.0,0.021306350773280684,0.021306350773280684,1.0
oulab,4,base_rf_gini,cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.9525547445255474,0.9525547445255474,0.9525547445255474,0.0,0.021470878578479763,0.021470878578479763,1.0
oulab,4,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.01,28956,27535,274,26769,113,161,0.9598540145985401,0.3722627737226277,0.9026548672566371,0.5875912408759124,0.01922093108236498,0.00839091806515301,0.9721808607227166
oulab,4,base_rf_gini,static_full,cutoff_valid,0.01,32593,27535,274,27535,31,243,0.9927007299270073,0.10583941605839416,0.9354838709677419,0.8868613138686131,0.01580660158066016,0.0023856531753866403,1.0
oulab,4,base_rf_gini,activity_conditioned,cutoff_valid,0.05,28956,27535,1374,26769,541,833,0.9512372634643377,0.34497816593886466,0.8761552680221811,0.606259097525473,0.0955199883066579,0.03899308983218164,0.9721808607227166
oulab,4,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.925764192139738,0.925764192139738,0.925764192139738,0.0,0.10463968410661402,0.10463968410661402,1.0
oulab,4,base_rf_gini,cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.9279475982532751,0.9279475982532751,0.9279475982532751,0.0,0.10488647581441264,0.10488647581441264,1.0
oulab,4,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.05,28956,27535,1374,26769,630,744,0.9468704512372634,0.4053857350800582,0.8841269841269841,0.5414847161572053,0.09508148797778265,0.0458209937479434,0.9721808607227166
oulab,4,base_rf_gini,static_full,cutoff_valid,0.05,32593,27535,1374,27535,223,1151,0.975254730713246,0.13755458515283842,0.8475336322869955,0.8377001455604076,0.07787075778707578,0.015547877591312933,1.0
oulab,4,base_rf_gini,activity_conditioned,cutoff_valid,0.1,28956,27535,2753,26769,1415,1338,0.9219033781329459,0.43588812204867416,0.8480565371024735,0.4860152560842717,0.18548563911422933,0.09871668311944719,0.9721808607227166
oulab,4,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.8768616055212496,0.8768616055212496,0.8768616055212496,0.0,0.19858506087528793,0.19858506087528793,1.0
oulab,4,base_rf_gini,cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.87286596440247,0.87286596440247,0.87286596440247,0.0,0.197680157946693,0.197680157946693,1.0
oulab,4,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.1,28956,27535,2753,26769,1525,1228,0.9135488557936796,0.46749001089720305,0.8439344262295082,0.44605884489647657,0.18380472118687421,0.10587364264560711,0.9721808607227166
oulab,4,base_rf_gini,static_full,cutoff_valid,0.1,32593,27535,2753,27535,600,2153,0.9654921903378133,0.1834362513621504,0.8416666666666667,0.782055938975663,0.15446304044630405,0.04154327081276736,1.0
oulab,4,base_rf_gini,activity_conditioned,cutoff_valid,0.2,28956,27535,5508,26769,3825,1683,0.8471314451706609,0.541757443718228,0.7801307189542483,0.3055555555555556,0.34100708908865013,0.24547548535702535,0.9721808607227166
oulab,4,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.7937545388525781,0.7937545388525781,0.7937545388525781,0.0,0.3596577821651859,0.3596577821651859,1.0
oulab,4,base_rf_gini,cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.7899419026870007,0.7899419026870007,0.7899419026870007,0.0,0.3579302402105956,0.3579302402105956,1.0
oulab,4,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.2,28956,27535,5508,26769,3908,1600,0.84440813362382,0.5541031227305737,0.7809621289662231,0.29048656499636893,0.339910838266462,0.251069430733794,0.9721808607227166
oulab,4,base_rf_gini,static_full,cutoff_valid,0.2,32593,27535,5508,27535,1730,3778,0.9504357298474946,0.2645243282498184,0.8421965317919076,0.6859114015976762,0.3042189679218968,0.1198585060875288,1.0
oulab,4,stack_7_full,activity_conditioned,cutoff_valid,0.01,28956,27535,274,26769,102,172,0.9598540145985401,0.33211678832116787,0.8921568627450981,0.6277372262773723,0.01922093108236498,0.007486015136558079,0.9721808607227166
oulab,4,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.9525547445255474,0.9525547445255474,0.9525547445255474,0.0,0.021470878578479763,0.021470878578479763,1.0
oulab,4,stack_7_full,cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.9671532846715328,0.9671532846715328,0.9671532846715328,0.0,0.02179993418887792,0.02179993418887792,1.0
oulab,4,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.01,28956,27535,274,26769,123,151,0.9598540145985401,0.40875912408759124,0.9105691056910569,0.551094890510949,0.01922093108236498,0.009213557091148404,0.9721808607227166
oulab,4,stack_7_full,static_full,cutoff_valid,0.01,32593,27535,274,27535,38,236,0.9890510948905109,0.12773722627737227,0.9210526315789473,0.8613138686131386,0.015748489074848906,0.0028792365909838763,1.0
oulab,4,stack_7_full,activity_conditioned,cutoff_valid,0.05,28956,27535,1374,26769,608,766,0.9556040756914119,0.39810771470160117,0.899671052631579,0.5574963609898108,0.09595848863553315,0.04499835472194801,0.9721808607227166
