dataset,week,model,protocol,reference_protocol,budget,n_candidates,n_reference,n_flagged,n_actionable_candidates,n_actionable_flagged,n_invalid_flagged,precision,actionable_precision,precision_among_actionable,wasted_budget_rate,recall_protocol,coverage_adjusted_recall,candidate_coverage
oulab,4,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.9352256186317321,0.9352256186317321,0.9352256186317321,0.0,0.10570911484040803,0.10570911484040803,1.0
oulab,4,stack_7_full,cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.9417758369723436,0.9417758369723436,0.9417758369723436,0.0,0.10644948996380388,0.10644948996380388,1.0
oulab,4,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.05,28956,27535,1374,26769,695,679,0.9454148471615721,0.4512372634643377,0.8920863309352518,0.49417758369723436,0.0949353212014909,0.05100361961171438,0.9721808607227166
oulab,4,stack_7_full,static_full,cutoff_valid,0.05,32593,27535,1374,27535,236,1138,0.9737991266375546,0.14556040756914118,0.847457627118644,0.8282387190684134,0.07775453277545327,0.016452780519907863,1.0
oulab,4,stack_7_full,activity_conditioned,cutoff_valid,0.1,28956,27535,2753,26769,1401,1352,0.9342535415909916,0.44315292408281876,0.8708065667380442,0.4911006175081729,0.18797047431118907,0.10036196117143797,0.9721808607227166
oulab,4,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.8957500908100254,0.8957500908100254,0.8957500908100254,0.0,0.20286278381046396,0.20286278381046396,1.0
oulab,4,stack_7_full,cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.8997457319288049,0.8997457319288049,0.8997457319288049,0.0,0.2037676867390589,0.2037676867390589,1.0
oulab,4,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.1,28956,27535,2753,26769,1486,1267,0.9258990192517254,0.4656738103886669,0.8627187079407806,0.46022520886305845,0.18628955638383396,0.1054623231326094,0.9721808607227166
oulab,4,stack_7_full,static_full,cutoff_valid,0.1,32593,27535,2753,27535,602,2151,0.9720305121685434,0.19070105339629495,0.872093023255814,0.7813294587722485,0.15550906555090654,0.04318854886475815,1.0
oulab,4,stack_7_full,activity_conditioned,cutoff_valid,0.2,28956,27535,5508,26769,3720,1788,0.8649237472766884,0.5404865649963689,0.8002688172043011,0.32461873638344224,0.34816926112694585,0.24489963803882855,0.9721808607227166
oulab,4,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.8142701525054467,0.8142701525054467,0.8142701525054467,0.0,0.3689536031589339,0.3689536031589339,1.0
oulab,4,stack_7_full,cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.8115468409586056,0.8115468409586056,0.8115468409586056,0.0,0.3677196446199408,0.3677196446199408,1.0
oulab,4,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.2,28956,27535,5508,26769,3753,1755,0.8629266521423384,0.544480755265069,0.7990940580868638,0.31862745098039214,0.34736534385734125,0.24670944389601843,0.9721808607227166
oulab,4,stack_7_full,static_full,cutoff_valid,0.2,32593,27535,5508,27535,1713,3795,0.9553376906318083,0.2665214233841685,0.8569760653823701,0.6889978213507625,0.30578800557880054,0.12076340901612373,1.0
oulab,4,temporal_hgb,activity_conditioned,cutoff_valid,0.01,28956,27535,274,26769,118,156,0.9306569343065694,0.3613138686131387,0.8389830508474576,0.5693430656934306,0.018636263977197982,0.008144126357354392,0.9721808607227166
oulab,4,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.9014598540145985,0.9014598540145985,0.9014598540145985,0.0,0.020319183942086212,0.020319183942086212,1.0
oulab,4,temporal_hgb,cutoff_valid,cutoff_valid,0.01,27535,27535,274,27535,274,0,0.8978102189781022,0.8978102189781022,0.8978102189781022,0.0,0.020236920039486673,0.020236920039486673,1.0
oulab,4,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.01,28956,27535,274,26769,216,58,0.9014598540145985,0.6897810218978102,0.875,0.2116788321167883,0.01805159687203099,0.015547877591312933,0.9721808607227166
oulab,4,temporal_hgb,static_full,cutoff_valid,0.01,32593,27535,274,27535,67,207,0.9452554744525548,0.1897810218978102,0.7761194029850746,0.7554744525547445,0.0150511390051139,0.0042777229351760445,1.0
oulab,4,temporal_hgb,activity_conditioned,cutoff_valid,0.05,28956,27535,1374,26769,686,688,0.9308588064046579,0.43013100436681223,0.8615160349854227,0.5007278020378457,0.09347365343857342,0.048617966436327736,0.9721808607227166
oulab,4,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.901018922852984,0.901018922852984,0.901018922852984,0.0,0.10184271141822968,0.10184271141822968,1.0
oulab,4,temporal_hgb,cutoff_valid,cutoff_valid,0.05,27535,27535,1374,27535,1374,0,0.88136826783115,0.88136826783115,0.88136826783115,0.0,0.09962158604804212,0.09962158604804212,1.0
oulab,4,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.05,28956,27535,1374,26769,938,436,0.8973799126637555,0.5800582241630277,0.849680170575693,0.3173216885007278,0.09011181758386319,0.06556433037183285,0.9721808607227166
oulab,4,temporal_hgb,static_full,cutoff_valid,0.05,32593,27535,1374,27535,293,1081,0.9650655021834061,0.17903930131004367,0.8395904436860068,0.7867540029112081,0.07705718270571828,0.020236920039486673,1.0
oulab,4,temporal_hgb,activity_conditioned,cutoff_valid,0.1,28956,27535,2753,26769,1594,1159,0.8957500908100254,0.47475481293134764,0.8199498117942283,0.4209952778786778,0.18022363516772638,0.1075189206975979,0.9721808607227166
oulab,4,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.8510715583000363,0.8510715583000363,0.8510715583000363,0.0,0.19274432379072062,0.19274432379072062,1.0
oulab,4,temporal_hgb,cutoff_valid,cutoff_valid,0.1,27535,27535,2753,27535,2753,0,0.8372684344351616,0.8372684344351616,0.8372684344351616,0.0,0.18961829549193815,0.18961829549193815,1.0
oulab,4,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.1,28956,27535,2753,26769,1974,779,0.8616055212495459,0.5790047221213221,0.8074974670719351,0.28296403922993096,0.17335379668201417,0.1311286607436657,0.9721808607227166
oulab,4,temporal_hgb,static_full,cutoff_valid,0.1,32593,27535,2753,27535,638,2115,0.9614965492190338,0.1936069742099528,0.835423197492163,0.7682528151107882,0.1538238028823803,0.04384666008555446,1.0
oulab,4,temporal_hgb,activity_conditioned,cutoff_valid,0.2,28956,27535,5508,26769,3971,1537,0.8235294117647058,0.5450254175744372,0.7559808612440191,0.2790486564996369,0.3315062486296865,0.24695623560381705,0.9721808607227166
oulab,4,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.7714233841684822,0.7714233841684822,0.7714233841684822,0.0,0.3495393221454426,0.3495393221454426,1.0
oulab,4,temporal_hgb,cutoff_valid,cutoff_valid,0.2,27535,27535,5508,27535,5508,0,0.7716049382716049,0.7716049382716049,0.7716049382716049,0.0,0.3496215860480421,0.3496215860480421,1.0
oulab,4,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.2,28956,27535,5508,26769,4198,1310,0.808641975308642,0.5713507625272332,0.7496426869938065,0.23783587509077705,0.32551341080172475,0.25888450148075026,0.9721808607227166
oulab,4,temporal_hgb,static_full,cutoff_valid,0.2,32593,27535,5508,27535,1855,3653,0.9449891067538126,0.28231663035584603,0.8382749326145552,0.6632171387073348,0.30247559274755925,0.12792036854228364,1.0
oulab,6,base_lr_profile,activity_conditioned,cutoff_valid,0.01,29095,27022,269,26415,223,46,0.79182156133829,0.6245353159851301,0.7533632286995515,0.17100371747211895,0.01545269878119559,0.014430510221611407,0.9775368218488639
oulab,6,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.7360594795539034,0.7360594795539034,0.7360594795539034,0.0,0.017007387046899157,0.017007387046899157,1.0
oulab,6,base_lr_profile,cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9442379182156134,0.9442379182156134,0.9442379182156134,0.0,0.021817557120769628,0.021817557120769628,1.0
oulab,6,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.01,29095,27022,269,26415,239,30,0.79182156133829,0.6802973977695167,0.7656903765690377,0.11152416356877323,0.01545269878119559,0.015718948634255284,0.9775368218488639
oulab,6,base_lr_profile,static_full,cutoff_valid,0.01,32593,27022,269,27022,53,216,0.9888475836431226,0.18587360594795538,0.9433962264150944,0.8029739776951673,0.015457926545792654,0.004294794708812919,1.0
oulab,6,base_lr_profile,activity_conditioned,cutoff_valid,0.05,29095,27022,1352,26415,1137,215,0.7130177514792899,0.5554733727810651,0.6605101143359718,0.15902366863905326,0.06993615786419037,0.06450781652637004,0.9775368218488639
oulab,6,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.6686390532544378,0.6686390532544378,0.6686390532544378,0.0,0.07764988833533758,0.07764988833533758,1.0
oulab,6,base_lr_profile,cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.7803254437869822,0.7803254437869822,0.7803254437869822,0.0,0.09062016835595259,0.09062016835595259,1.0
oulab,6,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.05,29095,27022,1352,26415,1191,161,0.7019230769230769,0.584319526627219,0.6633081444164568,0.11908284023668639,0.0688479396401625,0.06785775639924412,0.9775368218488639
oulab,6,base_lr_profile,static_full,cutoff_valid,0.05,32593,27022,1352,27022,270,1082,0.9726331360946746,0.17233727810650887,0.8629629629629629,0.8002958579881657,0.07641794514179451,0.020013743343068203,1.0
oulab,6,base_lr_profile,activity_conditioned,cutoff_valid,0.1,29095,27022,2702,26415,2304,398,0.6820873427091043,0.535899333826795,0.6284722222222222,0.14729829755736493,0.13370574579222286,0.12437725476722213,0.9775368218488639
oulab,6,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.6287934863064397,0.6287934863064397,0.6287934863064397,0.0,0.14593712420546298,0.14593712420546298,1.0
oulab,6,base_lr_profile,cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.7028127313101407,0.7028127313101407,0.7028127313101407,0.0,0.16311630304071464,0.16311630304071464,1.0
oulab,6,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.1,29095,27022,2702,26415,2379,323,0.6695040710584752,0.5510732790525537,0.6258932324506095,0.11954108068097706,0.1312391178177597,0.1278989864284487,0.9775368218488639
oulab,6,base_lr_profile,static_full,cutoff_valid,0.1,32593,27022,2702,27022,588,2114,0.9622501850481125,0.17986676535899335,0.826530612244898,0.7823834196891192,0.1510925151092515,0.04174540456966157,1.0
oulab,6,base_lr_profile,activity_conditioned,cutoff_valid,0.2,29095,27022,5403,26415,4650,753,0.6394595595039793,0.5006477882657783,0.5817204301075268,0.1393670183231538,0.2506529309344167,0.2323483937467789,0.9775368218488639
oulab,6,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.5913381454747363,0.5913381454747363,0.5913381454747363,0.0,0.2744373818931455,0.2744373818931455,1.0
oulab,6,base_lr_profile,cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.6257634647418101,0.6257634647418101,0.6257634647418101,0.0,0.29041401820992957,0.29041401820992957,1.0
oulab,6,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.2,29095,27022,5403,26415,4741,662,0.6387192300573755,0.5169350360910605,0.5891162202067074,0.12252452341291875,0.2503627394080093,0.23990723243428963,0.9775368218488639
oulab,6,base_lr_profile,static_full,cutoff_valid,0.2,32593,27022,5403,27022,2302,3101,0.866740699611327,0.2935406255783824,0.6889661164205039,0.5739404034795484,0.2721408647140865,0.13623088816354578,1.0
oulab,6,base_rf_gini,activity_conditioned,cutoff_valid,0.01,29095,27022,269,26415,101,168,0.9591078066914498,0.3345724907063197,0.8910891089108911,0.6245353159851301,0.018717353453279163,0.007730630475863254,0.9775368218488639
oulab,6,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9553903345724907,0.9553903345724907,0.9553903345724907,0.0,0.0220752448032984,0.0220752448032984,1.0
oulab,6,base_rf_gini,cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9479553903345725,0.9479553903345725,0.9479553903345725,0.0,0.021903453014945885,0.021903453014945885,1.0
oulab,6,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.01,29095,27022,269,26415,116,153,0.9591078066914498,0.3903345724907063,0.9051724137931034,0.5687732342007435,0.018717353453279163,0.009019068888507129,0.9775368218488639
oulab,6,base_rf_gini,static_full,cutoff_valid,0.01,32593,27022,269,27022,29,240,0.9925650557620818,0.10037174721189591,0.9310344827586207,0.8921933085501859,0.015516039051603906,0.0023191891427589762,1.0
oulab,6,base_rf_gini,activity_conditioned,cutoff_valid,0.05,29095,27022,1352,26415,476,876,0.9563609467455622,0.3084319526627219,0.8760504201680672,0.6479289940828402,0.0938044109112014,0.03581858787149974,0.9775368218488639
oulab,6,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.9378698224852071,0.9378698224852071,0.9378698224852071,0.0,0.10891599381549562,0.10891599381549562,1.0
oulab,6,base_rf_gini,cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.9415680473372781,0.9415680473372781,0.9415680473372781,0.0,0.1093454732863769,0.1093454732863769,1.0
oulab,6,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.05,29095,27022,1352,26415,546,806,0.9548816568047337,0.35872781065088755,0.8882783882783882,0.5961538461538461,0.09365931514799768,0.04165950867548531,0.9775368218488639
oulab,6,base_rf_gini,static_full,cutoff_valid,0.05,32593,27022,1352,27022,221,1131,0.974112426035503,0.13757396449704143,0.8416289592760181,0.8365384615384616,0.07653417015341701,0.015976636316784056,1.0
oulab,6,base_rf_gini,activity_conditioned,cutoff_valid,0.1,29095,27022,2702,26415,1172,1530,0.9385640266469282,0.37231680236861586,0.8583617747440273,0.5662472242783123,0.1839814277423099,0.08641126954131592,0.9775368218488639
oulab,6,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.890821613619541,0.890821613619541,0.890821613619541,0.0,0.2067514172822539,0.2067514172822539,1.0
oulab,6,base_rf_gini,cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.8948926720947447,0.8948926720947447,0.8948926720947447,0.0,0.20769627211819275,0.20769627211819275,1.0
oulab,6,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.1,29095,27022,2702,26415,1248,1454,0.9385640266469282,0.40044411547002223,0.8669871794871795,0.5381199111769059,0.1839814277423099,0.09293935749871156,0.9775368218488639
oulab,6,base_rf_gini,static_full,cutoff_valid,0.1,32593,27022,2702,27022,520,2182,0.9685418208734271,0.1609918578830496,0.8365384615384616,0.8075499629903775,0.15208042770804278,0.037364713966672396,1.0
oulab,6,base_rf_gini,activity_conditioned,cutoff_valid,0.2,29095,27022,5403,26415,3296,2107,0.8796964649268925,0.48972792892837314,0.8027912621359223,0.38996853599851933,0.3448200812536274,0.22728053599037967,0.9775368218488639
oulab,6,base_rf_gini,activity_to_cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.8149176383490654,0.8149176383490654,0.8149176383490654,0.0,0.3781996220580656,0.3781996220580656,1.0
oulab,6,base_rf_gini,cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.816028132518971,0.816028132518971,0.816028132518971,0.0,0.3787149974231232,0.3787149974231232,1.0
oulab,6,base_rf_gini,cutoff_valid_to_activity,cutoff_valid,0.2,29095,27022,5403,26415,3363,2040,0.8772903942254303,0.49990745881917453,0.8031519476657746,0.3775680177679067,0.3438769587928033,0.23200481017007388,0.9775368218488639
oulab,6,base_rf_gini,static_full,cutoff_valid,0.2,32593,27022,5403,27022,1485,3918,0.957616139181936,0.23246344623357393,0.8457912457912458,0.725152692948362,0.3006741050674105,0.10788524308538051,1.0
oulab,6,stack_7_full,activity_conditioned,cutoff_valid,0.01,29095,27022,269,26415,90,179,0.9739776951672863,0.30855018587360594,0.9222222222222223,0.6654275092936803,0.019007544979686593,0.007129359216629445,0.9775368218488639
oulab,6,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9702602230483272,0.9702602230483272,0.9702602230483272,0.0,0.022418828380003437,0.022418828380003437,1.0
oulab,6,stack_7_full,cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9814126394052045,0.9814126394052045,0.9814126394052045,0.0,0.02267651606253221,0.02267651606253221,1.0
oulab,6,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.01,29095,27022,269,26415,120,149,0.9702602230483272,0.4163568773234201,0.9333333333333333,0.5539033457249071,0.018934997098084737,0.009620340147740937,0.9775368218488639
oulab,6,stack_7_full,static_full,cutoff_valid,0.01,32593,27022,269,27022,32,237,0.9925650557620818,0.11152416356877323,0.9375,0.8810408921933085,0.015516039051603906,0.0025768768252877514,1.0
oulab,6,stack_7_full,activity_conditioned,cutoff_valid,0.05,29095,27022,1352,26415,527,825,0.9615384615384616,0.35133136094674555,0.9013282732447818,0.610207100591716,0.0943122460824144,0.04080054973372273,0.9775368218488639
oulab,6,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.9489644970414202,0.9489644970414202,0.9489644970414202,0.0,0.1102044322281395,0.1102044322281395,1.0
oulab,6,stack_7_full,cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.9526627218934911,0.9526627218934911,0.9526627218934911,0.0,0.11063391169902079,0.11063391169902079,1.0
oulab,6,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.05,29095,27022,1352,26415,600,752,0.959319526627219,0.4031065088757396,0.9083333333333333,0.5562130177514792,0.09409460243760882,0.04681326232606081,0.9775368218488639
oulab,6,stack_7_full,static_full,cutoff_valid,0.05,32593,27022,1352,27022,241,1111,0.9807692307692307,0.15902366863905326,0.8921161825726142,0.8217455621301775,0.07705718270571828,0.01846761724789555,1.0
oulab,6,stack_7_full,activity_conditioned,cutoff_valid,0.1,29095,27022,2702,26415,1181,1521,0.9481865284974094,0.3852701702442635,0.8814563928873835,0.5629163582531458,0.1858676726639582,0.08941762583748497,0.9775368218488639
oulab,6,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.9126572908956329,0.9126572908956329,0.9126572908956329,0.0,0.21181927503865317,0.21181927503865317,1.0
oulab,6,stack_7_full,cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.9156180606957809,0.9156180606957809,0.9156180606957809,0.0,0.21250644219206322,0.21250644219206322,1.0
oulab,6,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.1,29095,27022,2702,26415,1247,1455,0.9444855662472242,0.40599555884529975,0.8797113071371291,0.5384900074019245,0.18514219384793965,0.09422779591135544,0.9775368218488639
oulab,6,stack_7_full,static_full,cutoff_valid,0.1,32593,27022,2702,27022,554,2148,0.9737231680236862,0.17875647668393782,0.871841155234657,0.7949666913397483,0.15289400278940027,0.04148771688713279,1.0
oulab,6,stack_7_full,activity_conditioned,cutoff_valid,0.2,29095,27022,5403,26415,3274,2129,0.8959837127521747,0.5019433647973348,0.8283445326817349,0.3940403479548399,0.3512042948345908,0.23294966500601272,0.9775368218488639
oulab,6,stack_7_full,activity_to_cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.8321302979826023,0.8321302979826023,0.8321302979826023,0.0,0.38618794021645764,0.38618794021645764,1.0
oulab,6,stack_7_full,cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.830094392004442,0.830094392004442,0.830094392004442,0.0,0.3852430853805188,0.3852430853805188,1.0
oulab,6,stack_7_full,cutoff_valid_to_activity,cutoff_valid,0.2,29095,27022,5403,26415,3305,2098,0.8924671478808069,0.504349435498797,0.8245083207261724,0.3883027947436609,0.3498258850841555,0.23406631163030406,0.9775368218488639
oulab,6,stack_7_full,static_full,cutoff_valid,0.2,32593,27022,5403,27022,1484,3919,0.9602072922450491,0.23505459929668704,0.8557951482479784,0.725337775310013,0.30148768014876803,0.10908778560384813,1.0
oulab,6,temporal_hgb,activity_conditioned,cutoff_valid,0.01,29095,27022,269,26415,93,176,0.9591078066914498,0.3048327137546468,0.8817204301075269,0.654275092936803,0.018717353453279163,0.007043463322453186,0.9775368218488639
oulab,6,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9442379182156134,0.9442379182156134,0.9442379182156134,0.0,0.021817557120769628,0.021817557120769628,1.0
oulab,6,temporal_hgb,cutoff_valid,cutoff_valid,0.01,27022,27022,269,27022,269,0,0.9219330855018587,0.9219330855018587,0.9219330855018587,0.0,0.021302181755712076,0.021302181755712076,1.0
oulab,6,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.01,29095,27022,269,26415,193,76,0.9330855018587361,0.6505576208178439,0.9067357512953368,0.2825278810408922,0.018209518282066163,0.015031781480845215,0.9775368218488639
oulab,6,temporal_hgb,static_full,cutoff_valid,0.01,32593,27022,269,27022,48,221,0.966542750929368,0.1449814126394052,0.8125,0.8215613382899628,0.015109251510925152,0.0033499398728740765,1.0
oulab,6,temporal_hgb,activity_conditioned,cutoff_valid,0.05,29095,27022,1352,26415,574,778,0.9548816568047337,0.37943786982248523,0.8937282229965157,0.5754437869822485,0.09365931514799768,0.044064593712420545,0.9775368218488639
oulab,6,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.9238165680473372,0.9238165680473372,0.9238165680473372,0.0,0.10728397182614671,0.10728397182614671,1.0
oulab,6,temporal_hgb,cutoff_valid,cutoff_valid,0.05,27022,27022,1352,27022,1352,0,0.9001479289940828,0.9001479289940828,0.9001479289940828,0.0,0.10453530321250644,0.10453530321250644,1.0
oulab,6,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.05,29095,27022,1352,26415,875,477,0.9164201183431953,0.5636094674556213,0.8708571428571429,0.35281065088757396,0.0898868253047011,0.06545267136230888,0.9775368218488639
oulab,6,temporal_hgb,static_full,cutoff_valid,0.05,32593,27022,1352,27022,247,1105,0.9718934911242604,0.15532544378698224,0.8502024291497976,0.8173076923076923,0.07635983263598327,0.018038137777014258,1.0
oulab,6,temporal_hgb,activity_conditioned,cutoff_valid,0.1,29095,27022,2702,26415,1382,1320,0.923019985196151,0.43449296817172467,0.849493487698987,0.48852701702442636,0.1809344167150319,0.10084177976292734,0.9775368218488639
oulab,6,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.8752775721687639,0.8752775721687639,0.8752775721687639,0.0,0.20314378972685104,0.20314378972685104,1.0
oulab,6,temporal_hgb,cutoff_valid,cutoff_valid,0.1,27022,27022,2702,27022,2702,0,0.8675055514433753,0.8675055514433753,0.8675055514433753,0.0,0.20133997594914962,0.20133997594914962,1.0
oulab,6,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.1,29095,27022,2702,26415,1756,946,0.8952627683197631,0.5455218356772761,0.8394077448747153,0.35011102886750556,0.17549332559489264,0.12661054801580485,0.9775368218488639
oulab,6,temporal_hgb,static_full,cutoff_valid,0.1,32593,27022,2702,27022,532,2170,0.9700222057735011,0.16728349370836418,0.849624060150376,0.8031088082901554,0.15231287773128777,0.03882494416766879,1.0
oulab,6,temporal_hgb,activity_conditioned,cutoff_valid,0.2,29095,27022,5403,26415,3454,1949,0.8663705348880252,0.5063853414769572,0.7921250723798494,0.3607255228576717,0.3395966337782937,0.23501116646624293,0.9775368218488639
oulab,6,temporal_hgb,activity_to_cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.8019618730334999,0.8019618730334999,0.8019618730334999,0.0,0.3721869094657275,0.3721869094657275,1.0
oulab,6,temporal_hgb,cutoff_valid,cutoff_valid,0.2,27022,27022,5403,27022,5403,0,0.798630390523783,0.798630390523783,0.798630390523783,0.0,0.3706407833705549,0.3706407833705549,1.0
oulab,6,temporal_hgb,cutoff_valid_to_activity,cutoff_valid,0.2,29095,27022,5403,26415,3760,1643,0.8524893577642051,0.5491393670183231,0.7890957446808511,0.30409032019248566,0.3341555426581544,0.2548531180209586,0.9775368218488639
oulab,6,temporal_hgb,static_full,cutoff_valid,0.2,32593,27022,5403,27022,1631,3772,0.9529890801406626,0.2552285767166389,0.8454935622317596,0.6981306681473256,0.29922129242212925,0.1184504380690603,1.0
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,0.01,29166,26523,267,25989,210,57,0.7827715355805244,0.5730337078651685,0.7285714285714285,0.21348314606741572,0.015116447273253291,0.013733058073781527,0.9798665309354145
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.01,26523,26523,267,26523,267,0,0.7228464419475655,0.7228464419475655,0.7228464419475655,0.0,0.01732340005385513,0.01732340005385513,1.0
oulab,8,base_lr_profile,cutoff_valid,cutoff_valid,0.01,26523,26523,267,26523,267,0,0.947565543071161,0.947565543071161,0.947565543071161,0.0,0.02270891302396553,0.02270891302396553,1.0
oulab,8,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.01,29166,26523,267,25989,228,39,0.7865168539325843,0.6404494382022472,0.75,0.14606741573033707,0.015188774772168378,0.01534871196481465,0.9798665309354145
oulab,8,base_lr_profile,static_full,cutoff_valid,0.01,32593,26523,267,26523,51,216,0.9925093632958801,0.18352059925093633,0.9607843137254902,0.8089887640449438,0.015399814039981405,0.004398168925590163,1.0
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,0.05,29166,26523,1327,25989,1070,257,0.7106254709871892,0.5184626978146194,0.6429906542056075,0.19366993217784476,0.06820483147692753,0.06175388205726595,0.9798665309354145
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.05,26523,26523,1327,26523,1327,0,0.6593820648078372,0.6593820648078372,0.6593820648078372,0.0,0.07853873081411004,0.07853873081411004,1.0
oulab,8,base_lr_profile,cutoff_valid,cutoff_valid,0.05,26523,26523,1327,26523,1327,0,0.7694046721929163,0.7694046721929163,0.7694046721929163,0.0,0.09164347904137869,0.09164347904137869,1.0
oulab,8,base_lr_profile,cutoff_valid_to_activity,cutoff_valid,0.05,29166,26523,1327,25989,1140,187,0.7030896759608138,0.5636774679728711,0.656140350877193,0.14091936699321778,0.06748155648777665,0.06713939502737636,0.9798665309354145
oulab,8,base_lr_profile,static_full,cutoff_valid,0.05,32593,26523,1327,26523,258,1069,0.9751318764129616,0.16955538809344387,0.872093023255814,0.8055764883195177,0.07519758251975825,0.02019567363791401,1.0
oulab,8,base_lr_profile,activity_conditioned,cutoff_valid,0.1,29166,26523,2652,25989,2180,472,0.6836349924585219,0.5064102564102564,0.6160550458715597,0.1779788838612368,0.13112975553305367,0.12054573198097118,0.9798665309354145
oulab,8,base_lr_profile,activity_to_cutoff_valid,cutoff_valid,0.1,26523,26523,2652,26523,2652,0,0.6168929110105581,0.6168929110105581,0.6168929110105581,0.0,0.14684498698501033,0.14684498698501033,1.0
oulab,8,base_lr_profile,cutoff_valid,cutoff_valid,0.1,26523,26523,2652,26523,2652,0,0.6945701357466063,0.6945701357466063,0.6945701357466063,0.0,0.16533524818238937,0.16533524818238937,1.0
