dataset,week,protocol,model,n,n_clusters,cluster_unit,auc_mean,auc_ci_low,auc_ci_high,pr_auc_risk_mean,pr_auc_risk_ci_low,pr_auc_risk_ci_high,brier_mean,brier_ci_low,brier_ci_high,ece_mean,ece_ci_low,ece_ci_high
oulab,8,static_full,stack_7_full,32593,22,presentation,0.8924407018253181,0.8769094161297906,0.9030584943413283,0.9197159927273518,0.8993134455018748,0.9323469446014164,0.12985156684269078,0.12269027212784309,0.1389818837200194,0.007966333058073972,0.007687584973781868,0.014050635307900019
oulab,8,static_full,temporal_hgb,32593,22,presentation,0.871705984111206,0.8468312810946711,0.8898164429601325,0.8975477415129783,0.8618242787009378,0.9208028107458909,0.1430179567976582,0.13162477231257547,0.15827205595031119,0.011552597291621402,0.01084308335765777,0.029929326128696584
oulab,10,activity_conditioned,base_lr_profile,29244,22,presentation,0.6373537299965856,0.6256742913502381,0.6489168544579158,0.6062395289936957,0.5812017223801521,0.6277058688615526,0.2349621475724467,0.23142233228141038,0.2388028587630871,0.00596908251064781,0.005567132982860205,0.03643937632741461
oulab,10,activity_conditioned,base_rf_gini,29244,22,presentation,0.877406243288393,0.8593893698288311,0.8925635342294137,0.8917096884434684,0.8660466824724801,0.9122956504729353,0.13791446421495362,0.12918985525964002,0.14665975956693,0.023497782467995824,0.02006989131845235,0.03195072211202051
oulab,10,activity_conditioned,stack_7_full,29244,22,presentation,0.8844360633127921,0.8690773404642983,0.8974063421720433,0.8969625202017855,0.8734847387667278,0.915499214515339,0.13336808643454393,0.12576626996232576,0.14113573566778495,0.007460856425289002,0.007027897661944437,0.014529472942146918
oulab,10,activity_conditioned,temporal_hgb,29244,22,presentation,0.8736262503016207,0.8547560988317292,0.8896402189819407,0.8883918012419747,0.8612619863632173,0.9099005809718909,0.1388814408845834,0.12987071411760906,0.14785650480952986,0.00813232210735601,0.007338701272725772,0.016903688061450876
oulab,10,activity_to_cutoff_valid,base_lr_profile,26075,22,presentation,0.629493432669016,0.616816439536326,0.6412587002780539,0.5365329029594262,0.5091534333612097,0.5589783786912509,0.23327882170974656,0.22993090481931638,0.2362106566909142,0.05939347072086409,0.033557701891132975,0.08392494935413648
oulab,10,activity_to_cutoff_valid,base_rf_gini,26075,22,presentation,0.8434517868109784,0.8293986661795815,0.8562488729311085,0.8257623775510177,0.8027003159419395,0.8460815921530402,0.15285150584849622,0.14634853567723063,0.15893924336403184,0.02554970871117398,0.020149257723073435,0.03543722628345243
oulab,10,activity_to_cutoff_valid,stack_7_full,26075,22,presentation,0.8524306630946717,0.8409519899315404,0.8626917010247218,0.8335993776482586,0.8132441212802954,0.8513673707305629,0.1480370407583246,0.1426074019058197,0.15313281245231164,0.007584134449146778,0.007024821330283304,0.01522159961075947
oulab,10,activity_to_cutoff_valid,temporal_hgb,26075,22,presentation,0.8386499395567848,0.8238534472257668,0.8524708256089657,0.8201640535722956,0.7957847911380693,0.8417107335624172,0.15397240593812483,0.14711702139487198,0.16024979468113,0.007486407297676626,0.0061284254050298975,0.01939815081285717
oulab,10,cutoff_valid,base_lr_profile,26075,22,presentation,0.64678761341022,0.6340637896511715,0.6589794257051338,0.5803624275485255,0.5566117766012212,0.6013274142954756,0.22371729784882383,0.21813407273026575,0.22940542794221544,0.0072460196183481386,0.005991343571895824,0.029457802254931033
oulab,10,cutoff_valid,base_rf_gini,26075,22,presentation,0.8436103883874512,0.8296846980232024,0.8561317433100218,0.8251244073445858,0.8023438274733945,0.8454175569738376,0.1540707235292132,0.14760467187066342,0.16013785575167663,0.040337279447628376,0.03059602497708608,0.051439439781055404
oulab,10,cutoff_valid,stack_7_full,26075,22,presentation,0.8525723928098121,0.8409161652347088,0.862949445858898,0.8330673496041534,0.8125296611767893,0.850798538746286,0.14801963301690343,0.1425684869515953,0.15325660615945416,0.008112888863618375,0.007451375543846327,0.015876112833042723
oulab,10,cutoff_valid,temporal_hgb,26075,22,presentation,0.8389211235679558,0.8242297673317273,0.8525165524681241,0.819375122958274,0.7944612333272588,0.8413952567057718,0.15393713079945523,0.1471465980703322,0.16017941317712522,0.010383654079406859,0.009471707752798136,0.018923931306230175
oulab,10,cutoff_valid_to_activity,base_lr_profile,29244,22,presentation,0.6320251420067935,0.6197480609863454,0.644360139692368,0.6015782142119823,0.5752095177473857,0.6248735104387034,0.2408970941952262,0.2334258518696852,0.2493581835147278,0.07019066099467833,0.03976334409566801,0.10464902043809872
oulab,10,cutoff_valid_to_activity,base_rf_gini,29244,22,presentation,0.8773236850709212,0.8594650920230862,0.8923710378831261,0.891264333414965,0.8655156718440781,0.9118751855044075,0.13904460236134908,0.13032050413368682,0.1478016783904967,0.03630735379458969,0.02906316829020633,0.04660076931194638
oulab,10,cutoff_valid_to_activity,stack_7_full,29244,22,presentation,0.8843739664394936,0.8689294207279515,0.897510242250881,0.8966853428109596,0.8730396406335179,0.915501358846935,0.13360183151545135,0.12595076844116657,0.14131208952735108,0.01261650252704525,0.010115623073015065,0.019135055406448352
