comparison_type,dataset,week_from,week_to,model,budget,protocol,reference_protocol,jaccard,intersection,union
protocol,oulab,16,16,temporal_hgb,0.01,static_full,cutoff_valid,0.0371900826446281,18,484
evaluation_population,oulab,16,16,temporal_hgb,0.01,activity_conditioned,activity_to_cutoff_valid,0.1784037558685446,76,426
evaluation_population,oulab,16,16,temporal_hgb,0.01,cutoff_valid,cutoff_valid_to_activity,0.1461187214611872,64,438
protocol,oulab,16,16,temporal_hgb,0.05,activity_conditioned,cutoff_valid,0.16456876456876457,353,2145
protocol,oulab,16,16,temporal_hgb,0.05,activity_to_cutoff_valid,cutoff_valid,0.6023091725465042,939,1559
protocol,oulab,16,16,temporal_hgb,0.05,cutoff_valid_to_activity,cutoff_valid,0.1816461684011353,384,2114
protocol,oulab,16,16,temporal_hgb,0.05,static_full,cutoff_valid,0.06934931506849315,162,2336
evaluation_population,oulab,16,16,temporal_hgb,0.05,activity_conditioned,activity_to_cutoff_valid,0.19693339722089123,411,2087
evaluation_population,oulab,16,16,temporal_hgb,0.05,cutoff_valid,cutoff_valid_to_activity,0.1816461684011353,384,2114
protocol,oulab,16,16,temporal_hgb,0.1,activity_conditioned,cutoff_valid,0.21078193297717338,868,4118
protocol,oulab,16,16,temporal_hgb,0.1,activity_to_cutoff_valid,cutoff_valid,0.9074215761285387,2372,2614
protocol,oulab,16,16,temporal_hgb,0.1,cutoff_valid_to_activity,cutoff_valid,0.23293768545994065,942,4044
protocol,oulab,16,16,temporal_hgb,0.1,static_full,cutoff_valid,0.07828719723183392,362,4624
evaluation_population,oulab,16,16,temporal_hgb,0.1,activity_conditioned,activity_to_cutoff_valid,0.21343392552932586,877,4109
evaluation_population,oulab,16,16,temporal_hgb,0.1,cutoff_valid,cutoff_valid_to_activity,0.23293768545994065,942,4044
protocol,oulab,16,16,temporal_hgb,0.2,activity_conditioned,cutoff_valid,0.25902549861146174,2052,7922
protocol,oulab,16,16,temporal_hgb,0.2,activity_to_cutoff_valid,cutoff_valid,0.9370751602252865,4825,5149
protocol,oulab,16,16,temporal_hgb,0.2,cutoff_valid_to_activity,cutoff_valid,0.2630112701025706,2077,7897
protocol,oulab,16,16,temporal_hgb,0.2,static_full,cutoff_valid,0.12828054298642533,1134,8840
evaluation_population,oulab,16,16,temporal_hgb,0.2,activity_conditioned,activity_to_cutoff_valid,0.2591844464082818,2053,7921
evaluation_population,oulab,16,16,temporal_hgb,0.2,cutoff_valid,cutoff_valid_to_activity,0.2630112701025706,2077,7897
time,oulab,2,4,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.1935483870967742,90,465
time,oulab,4,6,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.2746478873239437,117,426
time,oulab,6,8,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.2853717026378897,119,417
time,oulab,8,10,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.2577565632458234,108,419
time,oulab,10,12,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.44692737430167595,160,358
time,oulab,12,14,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.35714285714285715,135,378
time,oulab,14,16,base_dffnn,0.01,activity_conditioned,activity_conditioned,0.3638814016172507,135,371
time,oulab,2,4,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.26100771674988654,575,2203
time,oulab,4,6,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.46559139784946235,866,1860
time,oulab,6,8,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.4257583821181479,800,1879
time,oulab,8,10,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.41420118343195267,770,1859
time,oulab,10,12,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.6030959752321982,974,1615
time,oulab,12,14,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.5332933413317337,889,1667
time,oulab,14,16,base_dffnn,0.05,activity_conditioned,activity_conditioned,0.5786833855799373,923,1595
time,oulab,2,4,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.2935566410793208,1262,4299
time,oulab,4,6,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.5913068844807468,2027,3428
time,oulab,6,8,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.5319027181688126,1859,3495
time,oulab,8,10,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.5611275964391691,1891,3370
time,oulab,10,12,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.729305740987984,2185,2996
time,oulab,12,14,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.6251988545975183,1965,3143
time,oulab,14,16,base_dffnn,0.1,activity_conditioned,activity_conditioned,0.7169682485489929,2100,2929
time,oulab,2,4,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.40068018642146364,3181,7939
time,oulab,4,6,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.6341171184663771,4234,6677
time,oulab,6,8,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.5823233816139521,3940,6766
time,oulab,8,10,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.7218857423473564,4410,6109
time,oulab,10,12,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.8655265526552656,4808,5555
time,oulab,12,14,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.7542925824175825,4393,5824
time,oulab,14,16,base_dffnn,0.2,activity_conditioned,activity_conditioned,0.818625678119349,4527,5530
time,oulab,2,4,base_knn,0.01,activity_conditioned,activity_conditioned,0.029684601113172542,16,539
time,oulab,4,6,base_knn,0.01,activity_conditioned,activity_conditioned,0.2776470588235294,118,425
time,oulab,6,8,base_knn,0.01,activity_conditioned,activity_conditioned,0.2822966507177033,118,418
time,oulab,8,10,base_knn,0.01,activity_conditioned,activity_conditioned,0.24881516587677724,105,422
time,oulab,10,12,base_knn,0.01,activity_conditioned,activity_conditioned,0.7039473684210527,214,304
time,oulab,12,14,base_knn,0.01,activity_conditioned,activity_conditioned,0.5,171,342
time,oulab,14,16,base_knn,0.01,activity_conditioned,activity_conditioned,0.5333333333333333,176,330
time,oulab,2,4,base_knn,0.05,activity_conditioned,activity_conditioned,0.1498344370860927,362,2416
time,oulab,4,6,base_knn,0.05,activity_conditioned,activity_conditioned,0.44768985661178967,843,1883
time,oulab,6,8,base_knn,0.05,activity_conditioned,activity_conditioned,0.4833887043189369,873,1806
time,oulab,8,10,base_knn,0.05,activity_conditioned,activity_conditioned,0.3657142857142857,704,1925
time,oulab,10,12,base_knn,0.05,activity_conditioned,activity_conditioned,0.7306149732620321,1093,1496
time,oulab,12,14,base_knn,0.05,activity_conditioned,activity_conditioned,0.5875776397515527,946,1610
time,oulab,14,16,base_knn,0.05,activity_conditioned,activity_conditioned,0.6340038935756003,977,1541
time,oulab,2,4,base_knn,0.1,activity_conditioned,activity_conditioned,0.2086502934144751,960,4601
time,oulab,4,6,base_knn,0.1,activity_conditioned,activity_conditioned,0.5497159090909091,1935,3520
time,oulab,6,8,base_knn,0.1,activity_conditioned,activity_conditioned,0.5132843414358395,1816,3538
time,oulab,8,10,base_knn,0.1,activity_conditioned,activity_conditioned,0.4761503928170595,1697,3564
time,oulab,10,12,base_knn,0.1,activity_conditioned,activity_conditioned,0.7945964669206789,2294,2887
time,oulab,12,14,base_knn,0.1,activity_conditioned,activity_conditioned,0.6536095823891227,2019,3089
time,oulab,14,16,base_knn,0.1,activity_conditioned,activity_conditioned,0.6663353214049039,2011,3018
time,oulab,2,4,base_knn,0.2,activity_conditioned,activity_conditioned,0.2998246639392168,2565,8555
time,oulab,4,6,base_knn,0.2,activity_conditioned,activity_conditioned,0.6000879894412671,4092,6819
time,oulab,6,8,base_knn,0.2,activity_conditioned,activity_conditioned,0.5224687144482366,3674,7032
time,oulab,8,10,base_knn,0.2,activity_conditioned,activity_conditioned,0.6079180678691531,3977,6542
time,oulab,10,12,base_knn,0.2,activity_conditioned,activity_conditioned,0.8759956553222302,4839,5524
time,oulab,12,14,base_knn,0.2,activity_conditioned,activity_conditioned,0.8076786978060864,4565,5652
time,oulab,14,16,base_knn,0.2,activity_conditioned,activity_conditioned,0.807837497753011,4494,5563
time,oulab,2,4,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.12121212121212122,60,495
time,oulab,4,6,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.4636118598382749,172,371
time,oulab,6,8,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.48066298342541436,174,362
time,oulab,8,10,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.19230769230769232,85,442
time,oulab,10,12,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.6872964169381107,211,307
time,oulab,12,14,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.5132743362831859,174,339
time,oulab,14,16,base_lr_clickstream,0.01,activity_conditioned,activity_conditioned,0.6644736842105263,202,304
time,oulab,2,4,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.24406627854903717,545,2233
time,oulab,4,6,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.6264916467780429,1050,1676
time,oulab,6,8,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.6070785842831433,1012,1667
time,oulab,8,10,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.45168415240198784,818,1811
time,oulab,10,12,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.862589928057554,1199,1390
time,oulab,12,14,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.7936842105263158,1131,1425
time,oulab,14,16,base_lr_clickstream,0.05,activity_conditioned,activity_conditioned,0.8749069247952346,1175,1343
time,oulab,2,4,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.3063190039934226,1304,4257
time,oulab,4,6,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.6815659679408138,2211,3244
time,oulab,6,8,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.6741713570981863,2156,3198
time,oulab,8,10,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.5528335301062574,1873,3388
time,oulab,10,12,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.923162583518931,2487,2694
time,oulab,12,14,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.9045488441461595,2426,2682
time,oulab,14,16,base_lr_clickstream,0.1,activity_conditioned,activity_conditioned,0.9327440430438124,2427,2602
time,oulab,2,4,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.37385717815665925,3026,8094
time,oulab,4,6,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.7615434291249596,4717,6194
time,oulab,6,8,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.7320821873483255,4525,6181
time,oulab,8,10,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.6402619678777484,4106,6413
time,oulab,10,12,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.9453726299981228,5036,5327
time,oulab,12,14,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.9306500377928949,4925,5292
time,oulab,14,16,base_lr_clickstream,0.2,activity_conditioned,activity_conditioned,0.9471442400774444,4892,5165
time,oulab,2,4,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.85,255,300
time,oulab,4,6,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.946236559139785,264,279
time,oulab,6,8,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.9705882352941176,264,272
time,oulab,8,10,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.9591078066914498,258,269
time,oulab,10,12,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.9770992366412213,256,262
time,oulab,12,14,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.9730769230769231,253,260
time,oulab,14,16,base_lr_profile,0.01,activity_conditioned,activity_conditioned,0.9765625,250,256
time,oulab,2,4,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.8606831882116543,1285,1493
time,oulab,4,6,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.9682310469314079,1341,1385
time,oulab,6,8,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.974207811348563,1322,1357
time,oulab,8,10,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.9766917293233083,1299,1330
time,oulab,10,12,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.9869531849577897,1286,1303
time,oulab,12,14,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.9813953488372092,1266,1290
time,oulab,14,16,base_lr_profile,0.05,activity_conditioned,activity_conditioned,0.9780047132757266,1245,1273
time,oulab,2,4,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.8889266304347826,2617,2944
time,oulab,4,6,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.9622302158273381,2675,2780
time,oulab,6,8,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.9771048744460856,2646,2708
time,oulab,8,10,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.9785633696878526,2602,2659
time,oulab,10,12,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.9858183211958604,2572,2609
time,oulab,12,14,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.9836893203883496,2533,2575
time,oulab,14,16,base_lr_profile,0.1,activity_conditioned,activity_conditioned,0.9799212598425197,2489,2540
time,oulab,2,4,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.8963165075034106,5256,5864
time,oulab,4,6,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.9655917852639164,5360,5551
time,oulab,6,8,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.9738200589970502,5282,5424
time,oulab,8,10,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.9742867867867868,5191,5328
time,oulab,10,12,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.986390645965114,5146,5217
time,oulab,12,14,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.9831133540372671,5065,5152
time,oulab,14,16,base_lr_profile,0.2,activity_conditioned,activity_conditioned,0.9820654316121403,4983,5074
time,oulab,2,4,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.1858974358974359,87,468
time,oulab,4,6,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.09475806451612903,47,496
time,oulab,6,8,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.19376391982182628,87,449
time,oulab,8,10,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.22843822843822845,98,429
time,oulab,10,12,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.5555555555555556,185,333
time,oulab,12,14,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.40934065934065933,149,364
time,oulab,14,16,base_lr_weekly,0.01,activity_conditioned,activity_conditioned,0.5379939209726444,177,329
time,oulab,2,4,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.271395881006865,593,2185
time,oulab,4,6,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.265552460538533,572,2154
time,oulab,6,8,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.19278717720391808,433,2246
time,oulab,8,10,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.248338081671415,523,2106
time,oulab,10,12,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.5220458553791887,888,1701
time,oulab,12,14,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.49561146869514333,847,1709
time,oulab,14,16,base_lr_weekly,0.05,activity_conditioned,activity_conditioned,0.5600991325898389,904,1614
time,oulab,2,4,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.3115566037735849,1321,4240
time,oulab,4,6,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.39122672787554197,1534,3921
time,oulab,6,8,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.3080869777669191,1261,4093
time,oulab,8,10,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.2875673029858052,1175,4086
time,oulab,10,12,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.711595639246779,2154,3027
time,oulab,12,14,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.5380909364649202,1787,3321
time,oulab,14,16,base_lr_weekly,0.1,activity_conditioned,activity_conditioned,0.6026131293817718,1891,3138
time,oulab,2,4,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.4104515474378488,3236,7884
time,oulab,4,6,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.5328744029221691,3793,7118
time,oulab,6,8,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.47832090582711956,3464,7242
time,oulab,8,10,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.5152693748199366,3577,6942
time,oulab,10,12,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.8675437015678501,4814,5549
time,oulab,12,14,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.6738204456094364,4113,6104
time,oulab,14,16,base_lr_weekly,0.2,activity_conditioned,activity_conditioned,0.7450980392156863,4294,5763
time,oulab,2,4,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.14669421487603307,71,484
time,oulab,4,6,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.40310077519379844,156,387
time,oulab,6,8,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.4105263157894737,156,380
time,oulab,8,10,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.2199074074074074,95,432
time,oulab,10,12,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.31806615776081426,125,393
time,oulab,12,14,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.24213075060532688,100,413
time,oulab,14,16,base_rf_entropy,0.01,activity_conditioned,activity_conditioned,0.23114355231143552,95,411
time,oulab,2,4,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.24853932584269664,553,2225
time,oulab,4,6,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.6197266785502079,1043,1683
time,oulab,6,8,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.6167773083886542,1022,1657
time,oulab,8,10,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.48867497168742924,863,1766
time,oulab,10,12,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.6670959433354797,1036,1553
time,oulab,12,14,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.5955056179775281,954,1602
time,oulab,14,16,base_rf_entropy,0.05,activity_conditioned,activity_conditioned,0.5269860521528199,869,1649
time,oulab,2,4,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.3100117785630153,1316,4245
time,oulab,4,6,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.6391225961538461,2127,3328
time,oulab,6,8,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.6534898085237801,2116,3238
time,oulab,8,10,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.6706891076532232,2112,3149
time,oulab,10,12,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.8418059011731248,2368,2813
time,oulab,12,14,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.776695652173913,2233,2875
time,oulab,14,16,base_rf_entropy,0.1,activity_conditioned,activity_conditioned,0.7353347135955831,2131,2898
time,oulab,2,4,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.39523212045169387,3150,7970
time,oulab,4,6,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.606921944035346,4121,6790
time,oulab,6,8,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.6043758429491982,4033,6673
time,oulab,8,10,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.7584419926446004,4537,5982
time,oulab,10,12,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.9172987974098057,4958,5405
time,oulab,12,14,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.8569611050527081,4715,5502
time,oulab,14,16,base_rf_entropy,0.2,activity_conditioned,activity_conditioned,0.8742079761461051,4691,5366
time,oulab,2,4,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.16596638655462184,79,476
time,oulab,4,6,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.4140625,159,384
time,oulab,6,8,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.3922077922077922,151,385
time,oulab,8,10,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.2429245283018868,103,424
time,oulab,10,12,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.3489583333333333,134,384
time,oulab,12,14,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.20140515222482436,86,427
time,oulab,14,16,base_rf_gini,0.01,activity_conditioned,activity_conditioned,0.21634615384615385,90,416
time,oulab,2,4,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.2536101083032491,562,2216
time,oulab,4,6,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.6303827751196173,1054,1672
time,oulab,6,8,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.6345332519829164,1040,1639
time,oulab,8,10,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.49205448354143017,867,1762
time,oulab,10,12,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.6789883268482491,1047,1542
time,oulab,12,14,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.5777777777777777,936,1620
time,oulab,14,16,base_rf_gini,0.05,activity_conditioned,activity_conditioned,0.5466830466830467,890,1628
time,oulab,2,4,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.31403591682419657,1329,4232
time,oulab,4,6,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.6520290732889158,2153,3302
time,oulab,6,8,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.648906683092085,2107,3247
time,oulab,8,10,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.6659278024065864,2103,3158
time,oulab,10,12,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.8444286222855109,2372,2809
time,oulab,12,14,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.7547234627275851,2197,2911
time,oulab,14,16,base_rf_gini,0.1,activity_conditioned,activity_conditioned,0.7263989014761414,2116,2913
time,oulab,2,4,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.39909411172622045,3172,7948
time,oulab,4,6,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.6133372763566465,4148,6763
time,oulab,6,8,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.6038951310861423,4031,6675
time,oulab,8,10,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.7575605680868839,4534,5985
time,oulab,10,12,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.9201408189735037,4966,5397
time,oulab,12,14,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.8552751044125658,4710,5507
time,oulab,14,16,base_rf_gini,0.2,activity_conditioned,activity_conditioned,0.8742079761461051,4691,5366
time,oulab,2,4,base_svm,0.01,activity_conditioned,activity_conditioned,0.1144578313253012,57,498
time,oulab,4,6,base_svm,0.01,activity_conditioned,activity_conditioned,0.5083333333333333,183,360
time,oulab,6,8,base_svm,0.01,activity_conditioned,activity_conditioned,0.4604904632152589,169,367
time,oulab,8,10,base_svm,0.01,activity_conditioned,activity_conditioned,0.27602905569007263,114,413
time,oulab,10,12,base_svm,0.01,activity_conditioned,activity_conditioned,0.6983606557377049,213,305
time,oulab,12,14,base_svm,0.01,activity_conditioned,activity_conditioned,0.5688073394495413,186,327
time,oulab,14,16,base_svm,0.01,activity_conditioned,activity_conditioned,0.726962457337884,213,293
time,oulab,2,4,base_svm,0.05,activity_conditioned,activity_conditioned,0.22594880847308033,512,2266
time,oulab,4,6,base_svm,0.05,activity_conditioned,activity_conditioned,0.6401925391095066,1064,1662
time,oulab,6,8,base_svm,0.05,activity_conditioned,activity_conditioned,0.585207100591716,989,1690
time,oulab,8,10,base_svm,0.05,activity_conditioned,activity_conditioned,0.49120816789563243,866,1763
time,oulab,10,12,base_svm,0.05,activity_conditioned,activity_conditioned,0.8733719247467439,1207,1382
time,oulab,12,14,base_svm,0.05,activity_conditioned,activity_conditioned,0.8114812189936216,1145,1411
time,oulab,14,16,base_svm,0.05,activity_conditioned,activity_conditioned,0.8583025830258303,1163,1355
time,oulab,2,4,base_svm,0.1,activity_conditioned,activity_conditioned,0.28726851851851853,1241,4320
time,oulab,4,6,base_svm,0.1,activity_conditioned,activity_conditioned,0.7116410417320364,2268,3187
time,oulab,6,8,base_svm,0.1,activity_conditioned,activity_conditioned,0.6710362047440699,2150,3204
time,oulab,8,10,base_svm,0.1,activity_conditioned,activity_conditioned,0.5870286576168929,1946,3315
time,oulab,10,12,base_svm,0.1,activity_conditioned,activity_conditioned,0.9160502958579881,2477,2704
time,oulab,12,14,base_svm,0.1,activity_conditioned,activity_conditioned,0.8932542624166049,2410,2698
time,oulab,14,16,base_svm,0.1,activity_conditioned,activity_conditioned,0.9379576107899807,2434,2595
time,oulab,2,4,base_svm,0.2,activity_conditioned,activity_conditioned,0.36827857758090315,2993,8127
time,oulab,4,6,base_svm,0.2,activity_conditioned,activity_conditioned,0.7681088964511424,4740,6171
time,oulab,6,8,base_svm,0.2,activity_conditioned,activity_conditioned,0.7148806663463079,4463,6243
time,oulab,8,10,base_svm,0.2,activity_conditioned,activity_conditioned,0.6578408195429472,4174,6345
time,oulab,10,12,base_svm,0.2,activity_conditioned,activity_conditioned,0.9461032863849765,5038,5325
time,oulab,12,14,base_svm,0.2,activity_conditioned,activity_conditioned,0.9204887218045112,4897,5320
time,oulab,14,16,base_svm,0.2,activity_conditioned,activity_conditioned,0.9471442400774444,4892,5165
time,oulab,2,4,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.08823529411764706,45,510
time,oulab,4,6,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.2540415704387991,110,433
time,oulab,6,8,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.2350230414746544,102,434
time,oulab,8,10,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.2577565632458234,108,419
time,oulab,10,12,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.45098039215686275,161,357
time,oulab,12,14,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.4171270718232044,151,362
time,oulab,14,16,flat_hgb,0.01,activity_conditioned,activity_conditioned,0.24938271604938272,101,405
time,oulab,2,4,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.1517412935323383,366,2412
time,oulab,4,6,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.4438559322033898,838,1888
time,oulab,6,8,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.5530434782608695,954,1725
time,oulab,8,10,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.5856453558504222,971,1658
time,oulab,10,12,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.7340924313462827,1096,1493
time,oulab,12,14,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.6384615384615384,996,1560
time,oulab,14,16,flat_hgb,0.05,activity_conditioned,activity_conditioned,0.602800763844685,947,1571
time,oulab,2,4,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.24714061448755326,1102,4459
time,oulab,4,6,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.5599084929939948,1958,3497
time,oulab,6,8,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.6313223644119439,2072,3282
time,oulab,8,10,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.6147943523634132,2003,3258
time,oulab,10,12,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.8352816153028693,2358,2823
time,oulab,12,14,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.7274264457220155,2151,2957
time,oulab,14,16,flat_hgb,0.1,activity_conditioned,activity_conditioned,0.7293672627235214,2121,2908
time,oulab,2,4,flat_hgb,0.2,activity_conditioned,activity_conditioned,0.33349322460726705,2781,8339
