comparison_type,dataset,week_from,week_to,model,budget,protocol,reference_protocol,jaccard,intersection,union
evaluation_population,oulab,8,8,base_dffnn,0.05,activity_conditioned,activity_to_cutoff_valid,0.26743075453677173,560,2094
evaluation_population,oulab,8,8,base_dffnn,0.05,cutoff_valid,cutoff_valid_to_activity,0.2864760058167717,591,2063
protocol,oulab,8,8,base_dffnn,0.1,activity_conditioned,cutoff_valid,0.25271610769957487,1070,4234
protocol,oulab,8,8,base_dffnn,0.1,activity_to_cutoff_valid,cutoff_valid,0.8108569477637418,2375,2929
protocol,oulab,8,8,base_dffnn,0.1,cutoff_valid_to_activity,cutoff_valid,0.30383480825958703,1236,4068
protocol,oulab,8,8,base_dffnn,0.1,static_full,cutoff_valid,0.11757269279393173,558,4746
evaluation_population,oulab,8,8,base_dffnn,0.1,activity_conditioned,activity_to_cutoff_valid,0.28177863702271627,1166,4138
evaluation_population,oulab,8,8,base_dffnn,0.1,cutoff_valid,cutoff_valid_to_activity,0.30383480825958703,1236,4068
protocol,oulab,8,8,base_dffnn,0.2,activity_conditioned,cutoff_valid,0.35436087345166645,2775,7831
protocol,oulab,8,8,base_dffnn,0.2,activity_to_cutoff_valid,cutoff_valid,0.8898788310762652,4994,5612
protocol,oulab,8,8,base_dffnn,0.2,cutoff_valid_to_activity,cutoff_valid,0.3747245625405055,2891,7715
protocol,oulab,8,8,base_dffnn,0.2,static_full,cutoff_valid,0.16395961369622475,1494,9112
evaluation_population,oulab,8,8,base_dffnn,0.2,activity_conditioned,activity_to_cutoff_valid,0.36692872792885683,2847,7759
evaluation_population,oulab,8,8,base_dffnn,0.2,cutoff_valid,cutoff_valid_to_activity,0.3747245625405055,2891,7715
protocol,oulab,8,8,base_knn,0.01,activity_conditioned,cutoff_valid,0.08536585365853659,42,492
protocol,oulab,8,8,base_knn,0.01,activity_to_cutoff_valid,cutoff_valid,0.4550408719346049,167,367
protocol,oulab,8,8,base_knn,0.01,cutoff_valid_to_activity,cutoff_valid,0.2,89,445
protocol,oulab,8,8,base_knn,0.01,static_full,cutoff_valid,0.08979591836734693,44,490
evaluation_population,oulab,8,8,base_knn,0.01,activity_conditioned,activity_to_cutoff_valid,0.24766355140186916,106,428
evaluation_population,oulab,8,8,base_knn,0.01,cutoff_valid,cutoff_valid_to_activity,0.2,89,445
protocol,oulab,8,8,base_knn,0.05,activity_conditioned,cutoff_valid,0.17226148409893993,390,2264
protocol,oulab,8,8,base_knn,0.05,activity_to_cutoff_valid,cutoff_valid,0.6980166346769033,1091,1563
protocol,oulab,8,8,base_knn,0.05,cutoff_valid_to_activity,cutoff_valid,0.2796528447444552,580,2074
protocol,oulab,8,8,base_knn,0.05,static_full,cutoff_valid,0.1366167023554604,319,2335
evaluation_population,oulab,8,8,base_knn,0.05,activity_conditioned,activity_to_cutoff_valid,0.2460093896713615,524,2130
evaluation_population,oulab,8,8,base_knn,0.05,cutoff_valid,cutoff_valid_to_activity,0.2796528447444552,580,2074
protocol,oulab,8,8,base_knn,0.1,activity_conditioned,cutoff_valid,0.2939741400341547,1205,4099
protocol,oulab,8,8,base_knn,0.1,activity_to_cutoff_valid,cutoff_valid,0.8245614035087719,2397,2907
protocol,oulab,8,8,base_knn,0.1,cutoff_valid_to_activity,cutoff_valid,0.3687741935483871,1429,3875
protocol,oulab,8,8,base_knn,0.1,static_full,cutoff_valid,0.15555555555555556,714,4590
evaluation_population,oulab,8,8,base_knn,0.1,activity_conditioned,activity_to_cutoff_valid,0.3236835537808834,1297,4007
evaluation_population,oulab,8,8,base_knn,0.1,cutoff_valid,cutoff_valid_to_activity,0.3687741935483871,1429,3875
protocol,oulab,8,8,base_knn,0.2,activity_conditioned,cutoff_valid,0.41734598423092345,3123,7483
protocol,oulab,8,8,base_knn,0.2,activity_to_cutoff_valid,cutoff_valid,0.8929145100838837,5003,5603
protocol,oulab,8,8,base_knn,0.2,cutoff_valid_to_activity,cutoff_valid,0.4630983583942613,3357,7249
protocol,oulab,8,8,base_knn,0.2,static_full,cutoff_valid,0.18370535714285716,1646,8960
evaluation_population,oulab,8,8,base_knn,0.2,activity_conditioned,activity_to_cutoff_valid,0.4257292646861137,3167,7439
evaluation_population,oulab,8,8,base_knn,0.2,cutoff_valid,cutoff_valid_to_activity,0.4630983583942613,3357,7249
protocol,oulab,8,8,base_lr_clickstream,0.01,activity_conditioned,cutoff_valid,0.12896405919661733,61,473
protocol,oulab,8,8,base_lr_clickstream,0.01,activity_to_cutoff_valid,cutoff_valid,0.3316708229426434,133,401
protocol,oulab,8,8,base_lr_clickstream,0.01,cutoff_valid_to_activity,cutoff_valid,0.16593886462882096,76,458
protocol,oulab,8,8,base_lr_clickstream,0.01,static_full,cutoff_valid,0.1125,54,480
evaluation_population,oulab,8,8,base_lr_clickstream,0.01,activity_conditioned,activity_to_cutoff_valid,0.38701298701298703,149,385
evaluation_population,oulab,8,8,base_lr_clickstream,0.01,cutoff_valid,cutoff_valid_to_activity,0.16593886462882096,76,458
protocol,oulab,8,8,base_lr_clickstream,0.05,activity_conditioned,cutoff_valid,0.24835371589840075,528,2126
protocol,oulab,8,8,base_lr_clickstream,0.05,activity_to_cutoff_valid,cutoff_valid,0.705655526992288,1098,1556
protocol,oulab,8,8,base_lr_clickstream,0.05,cutoff_valid_to_activity,cutoff_valid,0.3631227529532614,707,1947
protocol,oulab,8,8,base_lr_clickstream,0.05,static_full,cutoff_valid,0.10033167495854063,242,2412
evaluation_population,oulab,8,8,base_lr_clickstream,0.05,activity_conditioned,activity_to_cutoff_valid,0.28336557059961315,586,2068
evaluation_population,oulab,8,8,base_lr_clickstream,0.05,cutoff_valid,cutoff_valid_to_activity,0.3631227529532614,707,1947
protocol,oulab,8,8,base_lr_clickstream,0.1,activity_conditioned,cutoff_valid,0.3125463994060876,1263,4041
protocol,oulab,8,8,base_lr_clickstream,0.1,activity_to_cutoff_valid,cutoff_valid,0.8251892635925671,2398,2906
protocol,oulab,8,8,base_lr_clickstream,0.1,cutoff_valid_to_activity,cutoff_valid,0.389937106918239,1488,3816
protocol,oulab,8,8,base_lr_clickstream,0.1,static_full,cutoff_valid,0.10385015608740895,499,4805
evaluation_population,oulab,8,8,base_lr_clickstream,0.1,activity_conditioned,activity_to_cutoff_valid,0.3256685828542864,1303,4001
evaluation_population,oulab,8,8,base_lr_clickstream,0.1,cutoff_valid,cutoff_valid_to_activity,0.389937106918239,1488,3816
protocol,oulab,8,8,base_lr_clickstream,0.2,activity_conditioned,cutoff_valid,0.428802371009026,3183,7423
protocol,oulab,8,8,base_lr_clickstream,0.2,activity_to_cutoff_valid,cutoff_valid,0.9113353757433772,5057,5549
protocol,oulab,8,8,base_lr_clickstream,0.2,cutoff_valid_to_activity,cutoff_valid,0.45827031486319264,3333,7273
protocol,oulab,8,8,base_lr_clickstream,0.2,static_full,cutoff_valid,0.18001780151312863,1618,8988
evaluation_population,oulab,8,8,base_lr_clickstream,0.2,activity_conditioned,activity_to_cutoff_valid,0.43227548953409856,3201,7405
evaluation_population,oulab,8,8,base_lr_clickstream,0.2,cutoff_valid,cutoff_valid_to_activity,0.45827031486319264,3333,7273
protocol,oulab,8,8,base_lr_profile,0.01,activity_conditioned,cutoff_valid,0.06374501992031872,32,502
protocol,oulab,8,8,base_lr_profile,0.01,activity_to_cutoff_valid,cutoff_valid,0.08536585365853659,42,492
protocol,oulab,8,8,base_lr_profile,0.01,cutoff_valid_to_activity,cutoff_valid,0.07228915662650602,36,498
protocol,oulab,8,8,base_lr_profile,0.01,static_full,cutoff_valid,0.10103092783505155,49,485
evaluation_population,oulab,8,8,base_lr_profile,0.01,activity_conditioned,activity_to_cutoff_valid,0.653250773993808,211,323
evaluation_population,oulab,8,8,base_lr_profile,0.01,cutoff_valid,cutoff_valid_to_activity,0.07228915662650602,36,498
protocol,oulab,8,8,base_lr_profile,0.05,activity_conditioned,cutoff_valid,0.33166081284495735,661,1993
protocol,oulab,8,8,base_lr_profile,0.05,activity_to_cutoff_valid,cutoff_valid,0.42229367631296894,788,1866
protocol,oulab,8,8,base_lr_profile,0.05,cutoff_valid_to_activity,cutoff_valid,0.4384823848238482,809,1845
protocol,oulab,8,8,base_lr_profile,0.05,static_full,cutoff_valid,0.10767946577629382,258,2396
evaluation_population,oulab,8,8,base_lr_profile,0.05,activity_conditioned,activity_to_cutoff_valid,0.6723377441713926,1067,1587
evaluation_population,oulab,8,8,base_lr_profile,0.05,cutoff_valid,cutoff_valid_to_activity,0.4384823848238482,809,1845
protocol,oulab,8,8,base_lr_profile,0.1,activity_conditioned,cutoff_valid,0.45874587458745875,1668,3636
protocol,oulab,8,8,base_lr_profile,0.1,activity_to_cutoff_valid,cutoff_valid,0.5715555555555556,1929,3375
protocol,oulab,8,8,base_lr_profile,0.1,cutoff_valid_to_activity,cutoff_valid,0.5961480589828468,1981,3323
protocol,oulab,8,8,base_lr_profile,0.1,static_full,cutoff_valid,0.11078534031413613,529,4775
evaluation_population,oulab,8,8,base_lr_profile,0.1,activity_conditioned,activity_to_cutoff_valid,0.6951102588686481,2175,3129
evaluation_population,oulab,8,8,base_lr_profile,0.1,cutoff_valid,cutoff_valid_to_activity,0.5961480589828468,1981,3323
protocol,oulab,8,8,base_lr_profile,0.2,activity_conditioned,cutoff_valid,0.5761628770991232,3877,6729
protocol,oulab,8,8,base_lr_profile,0.2,activity_to_cutoff_valid,cutoff_valid,0.7237120104014302,4453,6153
protocol,oulab,8,8,base_lr_profile,0.2,cutoff_valid_to_activity,cutoff_valid,0.6931673052362708,4342,6264
protocol,oulab,8,8,base_lr_profile,0.2,static_full,cutoff_valid,0.2504126385286489,2124,8482
evaluation_population,oulab,8,8,base_lr_profile,0.2,activity_conditioned,activity_to_cutoff_valid,0.7147938561034761,4421,6185
evaluation_population,oulab,8,8,base_lr_profile,0.2,cutoff_valid,cutoff_valid_to_activity,0.6931673052362708,4342,6264
protocol,oulab,8,8,base_lr_weekly,0.01,activity_conditioned,cutoff_valid,0.27751196172248804,116,418
protocol,oulab,8,8,base_lr_weekly,0.01,activity_to_cutoff_valid,cutoff_valid,0.3798449612403101,147,387
protocol,oulab,8,8,base_lr_weekly,0.01,cutoff_valid_to_activity,cutoff_valid,0.31527093596059114,128,406
protocol,oulab,8,8,base_lr_weekly,0.01,static_full,cutoff_valid,0.13617021276595745,64,470
evaluation_population,oulab,8,8,base_lr_weekly,0.01,activity_conditioned,activity_to_cutoff_valid,0.6036036036036037,201,333
evaluation_population,oulab,8,8,base_lr_weekly,0.01,cutoff_valid,cutoff_valid_to_activity,0.31527093596059114,128,406
protocol,oulab,8,8,base_lr_weekly,0.05,activity_conditioned,cutoff_valid,0.35339112697603264,693,1961
protocol,oulab,8,8,base_lr_weekly,0.05,activity_to_cutoff_valid,cutoff_valid,0.4671088999447208,845,1809
protocol,oulab,8,8,base_lr_weekly,0.05,cutoff_valid_to_activity,cutoff_valid,0.4057203389830508,766,1888
protocol,oulab,8,8,base_lr_weekly,0.05,static_full,cutoff_valid,0.12030392570704938,285,2369
evaluation_population,oulab,8,8,base_lr_weekly,0.05,activity_conditioned,activity_to_cutoff_valid,0.5750741839762611,969,1685
evaluation_population,oulab,8,8,base_lr_weekly,0.05,cutoff_valid,cutoff_valid_to_activity,0.4057203389830508,766,1888
protocol,oulab,8,8,base_lr_weekly,0.1,activity_conditioned,cutoff_valid,0.40540540540540543,1530,3774
protocol,oulab,8,8,base_lr_weekly,0.1,activity_to_cutoff_valid,cutoff_valid,0.6421052631578947,2074,3230
protocol,oulab,8,8,base_lr_weekly,0.1,cutoff_valid_to_activity,cutoff_valid,0.5237000861821316,1823,3481
protocol,oulab,8,8,base_lr_weekly,0.1,static_full,cutoff_valid,0.1265930331350892,596,4708
evaluation_population,oulab,8,8,base_lr_weekly,0.1,activity_conditioned,activity_to_cutoff_valid,0.5289708849812627,1835,3469
evaluation_population,oulab,8,8,base_lr_weekly,0.1,cutoff_valid,cutoff_valid_to_activity,0.5237000861821316,1823,3481
protocol,oulab,8,8,base_lr_weekly,0.2,activity_conditioned,cutoff_valid,0.4506907399808508,3295,7311
protocol,oulab,8,8,base_lr_weekly,0.2,activity_to_cutoff_valid,cutoff_valid,0.8656112576956904,4921,5685
protocol,oulab,8,8,base_lr_weekly,0.2,cutoff_valid_to_activity,cutoff_valid,0.5175275432823008,3617,6989
protocol,oulab,8,8,base_lr_weekly,0.2,static_full,cutoff_valid,0.22882632371683467,1975,8631
evaluation_population,oulab,8,8,base_lr_weekly,0.2,activity_conditioned,activity_to_cutoff_valid,0.457268480351745,3328,7278
evaluation_population,oulab,8,8,base_lr_weekly,0.2,cutoff_valid,cutoff_valid_to_activity,0.5175275432823008,3617,6989
protocol,oulab,8,8,base_rf_entropy,0.01,activity_conditioned,cutoff_valid,0.1337579617834395,63,471
protocol,oulab,8,8,base_rf_entropy,0.01,activity_to_cutoff_valid,cutoff_valid,0.390625,150,384
protocol,oulab,8,8,base_rf_entropy,0.01,cutoff_valid_to_activity,cutoff_valid,0.2219679633867277,97,437
protocol,oulab,8,8,base_rf_entropy,0.01,static_full,cutoff_valid,0.03088803088803089,16,518
evaluation_population,oulab,8,8,base_rf_entropy,0.01,activity_conditioned,activity_to_cutoff_valid,0.2054176072234763,91,443
evaluation_population,oulab,8,8,base_rf_entropy,0.01,cutoff_valid,cutoff_valid_to_activity,0.2219679633867277,97,437
protocol,oulab,8,8,base_rf_entropy,0.05,activity_conditioned,cutoff_valid,0.17850799289520428,402,2252
protocol,oulab,8,8,base_rf_entropy,0.05,activity_to_cutoff_valid,cutoff_valid,0.7752508361204014,1159,1495
protocol,oulab,8,8,base_rf_entropy,0.05,cutoff_valid_to_activity,cutoff_valid,0.23155452436194895,499,2155
protocol,oulab,8,8,base_rf_entropy,0.05,static_full,cutoff_valid,0.08149959250203749,200,2454
evaluation_population,oulab,8,8,base_rf_entropy,0.05,activity_conditioned,activity_to_cutoff_valid,0.21021431828545373,461,2193
evaluation_population,oulab,8,8,base_rf_entropy,0.05,cutoff_valid,cutoff_valid_to_activity,0.23155452436194895,499,2155
protocol,oulab,8,8,base_rf_entropy,0.1,activity_conditioned,cutoff_valid,0.21959071050816278,955,4349
protocol,oulab,8,8,base_rf_entropy,0.1,activity_to_cutoff_valid,cutoff_valid,0.8761938450654404,2477,2827
protocol,oulab,8,8,base_rf_entropy,0.1,cutoff_valid_to_activity,cutoff_valid,0.24477822107486505,1043,4261
protocol,oulab,8,8,base_rf_entropy,0.1,static_full,cutoff_valid,0.10247349823321555,493,4811
evaluation_population,oulab,8,8,base_rf_entropy,0.1,activity_conditioned,activity_to_cutoff_valid,0.2404115996258185,1028,4276
evaluation_population,oulab,8,8,base_rf_entropy,0.1,cutoff_valid,cutoff_valid_to_activity,0.24477822107486505,1043,4261
protocol,oulab,8,8,base_rf_entropy,0.2,activity_conditioned,cutoff_valid,0.33124137065394754,2639,7967
protocol,oulab,8,8,base_rf_entropy,0.2,activity_to_cutoff_valid,cutoff_valid,0.9213768115942029,5086,5520
protocol,oulab,8,8,base_rf_entropy,0.2,cutoff_valid_to_activity,cutoff_valid,0.34747808410621267,2735,7871
protocol,oulab,8,8,base_rf_entropy,0.2,static_full,cutoff_valid,0.15057496203080928,1388,9218
evaluation_population,oulab,8,8,base_rf_entropy,0.2,activity_conditioned,activity_to_cutoff_valid,0.33931051900492487,2687,7919
evaluation_population,oulab,8,8,base_rf_entropy,0.2,cutoff_valid,cutoff_valid_to_activity,0.34747808410621267,2735,7871
protocol,oulab,8,8,base_rf_gini,0.01,activity_conditioned,cutoff_valid,0.12421052631578948,59,475
protocol,oulab,8,8,base_rf_gini,0.01,activity_to_cutoff_valid,cutoff_valid,0.39425587467362927,151,383
protocol,oulab,8,8,base_rf_gini,0.01,cutoff_valid_to_activity,cutoff_valid,0.2505854800936768,107,427
protocol,oulab,8,8,base_rf_gini,0.01,static_full,cutoff_valid,0.03288201160541586,17,517
evaluation_population,oulab,8,8,base_rf_gini,0.01,activity_conditioned,activity_to_cutoff_valid,0.2081447963800905,92,442
evaluation_population,oulab,8,8,base_rf_gini,0.01,cutoff_valid,cutoff_valid_to_activity,0.2505854800936768,107,427
protocol,oulab,8,8,base_rf_gini,0.05,activity_conditioned,cutoff_valid,0.18165627782724844,408,2246
protocol,oulab,8,8,base_rf_gini,0.05,activity_to_cutoff_valid,cutoff_valid,0.7681545636242505,1153,1501
protocol,oulab,8,8,base_rf_gini,0.05,cutoff_valid_to_activity,cutoff_valid,0.23098330241187384,498,2156
protocol,oulab,8,8,base_rf_gini,0.05,static_full,cutoff_valid,0.08548057259713701,209,2445
evaluation_population,oulab,8,8,base_rf_gini,0.05,activity_conditioned,activity_to_cutoff_valid,0.2140896614821592,468,2186
evaluation_population,oulab,8,8,base_rf_gini,0.05,cutoff_valid,cutoff_valid_to_activity,0.23098330241187384,498,2156
protocol,oulab,8,8,base_rf_gini,0.1,activity_conditioned,cutoff_valid,0.2212756159336864,961,4343
protocol,oulab,8,8,base_rf_gini,0.1,activity_to_cutoff_valid,cutoff_valid,0.8702397743300423,2468,2836
protocol,oulab,8,8,base_rf_gini,0.1,cutoff_valid_to_activity,cutoff_valid,0.2441942294159043,1041,4263
protocol,oulab,8,8,base_rf_gini,0.1,static_full,cutoff_valid,0.10385015608740895,499,4805
evaluation_population,oulab,8,8,base_rf_gini,0.1,activity_conditioned,activity_to_cutoff_valid,0.24244553759662685,1035,4269
evaluation_population,oulab,8,8,base_rf_gini,0.1,cutoff_valid,cutoff_valid_to_activity,0.2441942294159043,1041,4263
protocol,oulab,8,8,base_rf_gini,0.2,activity_conditioned,cutoff_valid,0.3322446928777792,2645,7961
protocol,oulab,8,8,base_rf_gini,0.2,activity_to_cutoff_valid,cutoff_valid,0.9175555957331405,5075,5531
protocol,oulab,8,8,base_rf_gini,0.2,cutoff_valid_to_activity,cutoff_valid,0.3459390862944162,2726,7880
protocol,oulab,8,8,base_rf_gini,0.2,static_full,cutoff_valid,0.149577281595491,1380,9226
evaluation_population,oulab,8,8,base_rf_gini,0.2,activity_conditioned,activity_to_cutoff_valid,0.34151277510751327,2700,7906
evaluation_population,oulab,8,8,base_rf_gini,0.2,cutoff_valid,cutoff_valid_to_activity,0.3459390862944162,2726,7880
protocol,oulab,8,8,base_svm,0.01,activity_conditioned,cutoff_valid,0.17880794701986755,81,453
protocol,oulab,8,8,base_svm,0.01,activity_to_cutoff_valid,cutoff_valid,0.424,159,375
protocol,oulab,8,8,base_svm,0.01,cutoff_valid_to_activity,cutoff_valid,0.2361111111111111,102,432
protocol,oulab,8,8,base_svm,0.01,static_full,cutoff_valid,0.18666666666666668,84,450
evaluation_population,oulab,8,8,base_svm,0.01,activity_conditioned,activity_to_cutoff_valid,0.36923076923076925,144,390
evaluation_population,oulab,8,8,base_svm,0.01,cutoff_valid,cutoff_valid_to_activity,0.2361111111111111,102,432
protocol,oulab,8,8,base_svm,0.05,activity_conditioned,cutoff_valid,0.2524775837659273,535,2119
protocol,oulab,8,8,base_svm,0.05,activity_to_cutoff_valid,cutoff_valid,0.731245923026745,1121,1533
protocol,oulab,8,8,base_svm,0.05,cutoff_valid_to_activity,cutoff_valid,0.37157622739018087,719,1935
protocol,oulab,8,8,base_svm,0.05,static_full,cutoff_valid,0.15140997830802602,349,2305
evaluation_population,oulab,8,8,base_svm,0.05,activity_conditioned,activity_to_cutoff_valid,0.27903614457831327,579,2075
evaluation_population,oulab,8,8,base_svm,0.05,cutoff_valid,cutoff_valid_to_activity,0.37157622739018087,719,1935
protocol,oulab,8,8,base_svm,0.1,activity_conditioned,cutoff_valid,0.3112484548825711,1259,4045
protocol,oulab,8,8,base_svm,0.1,activity_to_cutoff_valid,cutoff_valid,0.8352941176470589,2414,2890
protocol,oulab,8,8,base_svm,0.1,cutoff_valid_to_activity,cutoff_valid,0.382329945269742,1467,3837
protocol,oulab,8,8,base_svm,0.1,static_full,cutoff_valid,0.14631510698076508,677,4627
evaluation_population,oulab,8,8,base_svm,0.1,activity_conditioned,activity_to_cutoff_valid,0.32104607721046075,1289,4015
evaluation_population,oulab,8,8,base_svm,0.1,cutoff_valid,cutoff_valid_to_activity,0.382329945269742,1467,3837
protocol,oulab,8,8,base_svm,0.2,activity_conditioned,cutoff_valid,0.42726416363881037,3175,7431
protocol,oulab,8,8,base_svm,0.2,activity_to_cutoff_valid,cutoff_valid,0.9189433689162294,5079,5527
protocol,oulab,8,8,base_svm,0.2,cutoff_valid_to_activity,cutoff_valid,0.4584708470847085,3334,7272
protocol,oulab,8,8,base_svm,0.2,static_full,cutoff_valid,0.19990949202398461,1767,8839
evaluation_population,oulab,8,8,base_svm,0.2,activity_conditioned,activity_to_cutoff_valid,0.43150222702119045,3197,7409
evaluation_population,oulab,8,8,base_svm,0.2,cutoff_valid,cutoff_valid_to_activity,0.4584708470847085,3334,7272
protocol,oulab,8,8,flat_hgb,0.01,activity_conditioned,cutoff_valid,0.17105263157894737,78,456
protocol,oulab,8,8,flat_hgb,0.01,activity_to_cutoff_valid,cutoff_valid,0.5892857142857143,198,336
protocol,oulab,8,8,flat_hgb,0.01,cutoff_valid_to_activity,cutoff_valid,0.2219679633867277,97,437
protocol,oulab,8,8,flat_hgb,0.01,static_full,cutoff_valid,0.10559006211180125,51,483
evaluation_population,oulab,8,8,flat_hgb,0.01,activity_conditioned,activity_to_cutoff_valid,0.2164009111617312,95,439
evaluation_population,oulab,8,8,flat_hgb,0.01,cutoff_valid,cutoff_valid_to_activity,0.2219679633867277,97,437
protocol,oulab,8,8,flat_hgb,0.05,activity_conditioned,cutoff_valid,0.21520146520146521,470,2184
protocol,oulab,8,8,flat_hgb,0.05,activity_to_cutoff_valid,cutoff_valid,0.7518151815181519,1139,1515
protocol,oulab,8,8,flat_hgb,0.05,cutoff_valid_to_activity,cutoff_valid,0.2372960372960373,509,2145
protocol,oulab,8,8,flat_hgb,0.05,static_full,cutoff_valid,0.12172442941673711,288,2366
evaluation_population,oulab,8,8,flat_hgb,0.05,activity_conditioned,activity_to_cutoff_valid,0.2344186046511628,504,2150
evaluation_population,oulab,8,8,flat_hgb,0.05,cutoff_valid,cutoff_valid_to_activity,0.2372960372960373,509,2145
protocol,oulab,8,8,flat_hgb,0.1,activity_conditioned,cutoff_valid,0.2836398838334947,1172,4132
protocol,oulab,8,8,flat_hgb,0.1,activity_to_cutoff_valid,cutoff_valid,0.8643233743409491,2459,2845
protocol,oulab,8,8,flat_hgb,0.1,cutoff_valid_to_activity,cutoff_valid,0.31809145129224653,1280,4024
protocol,oulab,8,8,flat_hgb,0.1,static_full,cutoff_valid,0.11569204880100968,550,4754
evaluation_population,oulab,8,8,flat_hgb,0.1,activity_conditioned,activity_to_cutoff_valid,0.2892561983471074,1190,4114
evaluation_population,oulab,8,8,flat_hgb,0.1,cutoff_valid,cutoff_valid_to_activity,0.31809145129224653,1280,4024
protocol,oulab,8,8,flat_hgb,0.2,activity_conditioned,cutoff_valid,0.39497566749967117,3003,7603
protocol,oulab,8,8,flat_hgb,0.2,activity_to_cutoff_valid,cutoff_valid,0.8922390722569135,5001,5605
protocol,oulab,8,8,flat_hgb,0.2,cutoff_valid_to_activity,cutoff_valid,0.4200026777346365,3137,7469
protocol,oulab,8,8,flat_hgb,0.2,static_full,cutoff_valid,0.16806167400881059,1526,9080
evaluation_population,oulab,8,8,flat_hgb,0.2,activity_conditioned,activity_to_cutoff_valid,0.4038385175380543,3051,7555
evaluation_population,oulab,8,8,flat_hgb,0.2,cutoff_valid,cutoff_valid_to_activity,0.4200026777346365,3137,7469
protocol,oulab,8,8,stack_7_full,0.01,activity_conditioned,cutoff_valid,0.12896405919661733,61,473
protocol,oulab,8,8,stack_7_full,0.01,activity_to_cutoff_valid,cutoff_valid,0.39790575916230364,152,382
protocol,oulab,8,8,stack_7_full,0.01,cutoff_valid_to_activity,cutoff_valid,0.2505854800936768,107,427
protocol,oulab,8,8,stack_7_full,0.01,static_full,cutoff_valid,0.038910505836575876,20,514
evaluation_population,oulab,8,8,stack_7_full,0.01,activity_conditioned,activity_to_cutoff_valid,0.19730941704035873,88,446
evaluation_population,oulab,8,8,stack_7_full,0.01,cutoff_valid,cutoff_valid_to_activity,0.2505854800936768,107,427
protocol,oulab,8,8,stack_7_full,0.05,activity_conditioned,cutoff_valid,0.1681338028169014,382,2272
protocol,oulab,8,8,stack_7_full,0.05,activity_to_cutoff_valid,cutoff_valid,0.7944557133198107,1175,1479
protocol,oulab,8,8,stack_7_full,0.05,cutoff_valid_to_activity,cutoff_valid,0.20581553839164016,453,2201
protocol,oulab,8,8,stack_7_full,0.05,static_full,cutoff_valid,0.08105906313645621,199,2455
evaluation_population,oulab,8,8,stack_7_full,0.05,activity_conditioned,activity_to_cutoff_valid,0.19013452914798207,424,2230
evaluation_population,oulab,8,8,stack_7_full,0.05,cutoff_valid,cutoff_valid_to_activity,0.20581553839164016,453,2201
protocol,oulab,8,8,stack_7_full,0.1,activity_conditioned,cutoff_valid,0.20985401459854014,920,4384
protocol,oulab,8,8,stack_7_full,0.1,activity_to_cutoff_valid,cutoff_valid,0.8795180722891566,2482,2822
protocol,oulab,8,8,stack_7_full,0.1,cutoff_valid_to_activity,cutoff_valid,0.2283464566929134,986,4318
protocol,oulab,8,8,stack_7_full,0.1,static_full,cutoff_valid,0.10385015608740895,499,4805
evaluation_population,oulab,8,8,stack_7_full,0.1,activity_conditioned,activity_to_cutoff_valid,0.21679284239504473,945,4359
evaluation_population,oulab,8,8,stack_7_full,0.1,cutoff_valid,cutoff_valid_to_activity,0.2283464566929134,986,4318
protocol,oulab,8,8,stack_7_full,0.2,activity_conditioned,cutoff_valid,0.33257946978263603,2647,7959
protocol,oulab,8,8,stack_7_full,0.2,activity_to_cutoff_valid,cutoff_valid,0.9144404332129964,5066,5540
protocol,oulab,8,8,stack_7_full,0.2,cutoff_valid_to_activity,cutoff_valid,0.3418522267206478,2702,7904
protocol,oulab,8,8,stack_7_full,0.2,static_full,cutoff_valid,0.1464706518214247,1355,9251
evaluation_population,oulab,8,8,stack_7_full,0.2,activity_conditioned,activity_to_cutoff_valid,0.3357682619647355,2666,7940
evaluation_population,oulab,8,8,stack_7_full,0.2,cutoff_valid,cutoff_valid_to_activity,0.3418522267206478,2702,7904
protocol,oulab,8,8,temporal_hgb,0.01,activity_conditioned,cutoff_valid,0.1125,54,480
protocol,oulab,8,8,temporal_hgb,0.01,activity_to_cutoff_valid,cutoff_valid,0.2961165048543689,122,412
protocol,oulab,8,8,temporal_hgb,0.01,cutoff_valid_to_activity,cutoff_valid,0.19463087248322147,87,447
protocol,oulab,8,8,temporal_hgb,0.01,static_full,cutoff_valid,0.08316430020283976,41,493
evaluation_population,oulab,8,8,temporal_hgb,0.01,activity_conditioned,activity_to_cutoff_valid,0.2564705882352941,109,425
evaluation_population,oulab,8,8,temporal_hgb,0.01,cutoff_valid,cutoff_valid_to_activity,0.19463087248322147,87,447
protocol,oulab,8,8,temporal_hgb,0.05,activity_conditioned,cutoff_valid,0.19981916817359854,442,2212
protocol,oulab,8,8,temporal_hgb,0.05,activity_to_cutoff_valid,cutoff_valid,0.5713439905269391,965,1689
protocol,oulab,8,8,temporal_hgb,0.05,cutoff_valid_to_activity,cutoff_valid,0.2821256038647343,584,2070
protocol,oulab,8,8,temporal_hgb,0.05,static_full,cutoff_valid,0.07842340511986998,193,2461
evaluation_population,oulab,8,8,temporal_hgb,0.05,activity_conditioned,activity_to_cutoff_valid,0.30098039215686273,614,2040
evaluation_population,oulab,8,8,temporal_hgb,0.05,cutoff_valid,cutoff_valid_to_activity,0.2821256038647343,584,2070
protocol,oulab,8,8,temporal_hgb,0.1,activity_conditioned,cutoff_valid,0.2676864244741874,1120,4184
