dataset,week,attribute,group,protocol,n_reference,n_included,coverage,reference_risk_rate,included_risk_rate
oulab,2,imd_band,0-10%,activity_conditioned,2708,2478,0.9150664697193501,0.5709010339734121,0.5472154963680388
oulab,2,imd_band,0-10%,static_full,2708,2708,1.0,0.5709010339734121,0.5709010339734121
oulab,2,imd_band,0-10%,cutoff_valid,2708,2708,1.0,0.5709010339734121,0.5709010339734121
oulab,2,imd_band,10-20,activity_conditioned,2892,2676,0.9253112033195021,0.530774550484094,0.5085949177877429
oulab,2,imd_band,10-20,static_full,2892,2892,1.0,0.530774550484094,0.530774550484094
oulab,2,imd_band,10-20,cutoff_valid,2892,2892,1.0,0.530774550484094,0.530774550484094
oulab,2,imd_band,20-30%,activity_conditioned,3061,2838,0.9271479908526625,0.5145377327670696,0.4940098661028894
oulab,2,imd_band,20-30%,static_full,3061,3061,1.0,0.5145377327670696,0.5145377327670696
oulab,2,imd_band,20-30%,cutoff_valid,3061,3061,1.0,0.5145377327670696,0.5145377327670696
oulab,2,imd_band,30-40%,activity_conditioned,3055,2883,0.9436988543371522,0.45761047463175125,0.4380853277835588
oulab,2,imd_band,30-40%,static_full,3055,3055,1.0,0.45761047463175125,0.45761047463175125
oulab,2,imd_band,30-40%,cutoff_valid,3055,3055,1.0,0.45761047463175125,0.45761047463175125
oulab,2,imd_band,40-50%,activity_conditioned,2773,2614,0.9426613775694194,0.4532996754417598,0.43305279265493496
oulab,2,imd_band,40-50%,static_full,2773,2773,1.0,0.4532996754417598,0.4532996754417598
oulab,2,imd_band,40-50%,cutoff_valid,2773,2773,1.0,0.4532996754417598,0.4532996754417598
oulab,2,imd_band,50-60%,activity_conditioned,2741,2576,0.9398029916089019,0.4443633710324699,0.42624223602484473
oulab,2,imd_band,50-60%,static_full,2741,2741,1.0,0.4443633710324699,0.4443633710324699
oulab,2,imd_band,50-60%,cutoff_valid,2741,2741,1.0,0.4443633710324699,0.4443633710324699
oulab,2,imd_band,60-70%,activity_conditioned,2562,2430,0.9484777517564403,0.4129586260733802,0.3950617283950617
oulab,2,imd_band,60-70%,static_full,2562,2562,1.0,0.4129586260733802,0.4129586260733802
oulab,2,imd_band,60-70%,cutoff_valid,2562,2562,1.0,0.4129586260733802,0.4129586260733802
oulab,2,imd_band,70-80%,activity_conditioned,2550,2427,0.951764705882353,0.42,0.40708693860733414
oulab,2,imd_band,70-80%,static_full,2550,2550,1.0,0.42,0.42
oulab,2,imd_band,70-80%,cutoff_valid,2550,2550,1.0,0.42,0.42
oulab,2,imd_band,80-90%,activity_conditioned,2421,2297,0.9487814952498967,0.38413878562577447,0.3670004353504571
oulab,2,imd_band,80-90%,static_full,2421,2421,1.0,0.38413878562577447,0.38413878562577447
oulab,2,imd_band,80-90%,cutoff_valid,2421,2421,1.0,0.38413878562577447,0.38413878562577447
oulab,2,imd_band,90-100%,activity_conditioned,2269,2192,0.9660643455266638,0.35698545614808286,0.34215328467153283
oulab,2,imd_band,90-100%,static_full,2269,2269,1.0,0.35698545614808286,0.35698545614808286
oulab,2,imd_band,90-100%,cutoff_valid,2269,2269,1.0,0.35698545614808286,0.35698545614808286
oulab,2,imd_band,nan,activity_conditioned,1037,1014,0.9778206364513018,0.29893924783027964,0.28895463510848124
oulab,2,imd_band,nan,static_full,1037,1037,1.0,0.29893924783027964,0.29893924783027964
oulab,2,imd_band,nan,cutoff_valid,1037,1037,1.0,0.29893924783027964,0.29893924783027964
oulab,2,disability,N,activity_conditioned,25392,23914,0.9417926906112162,0.44254095778197855,0.42280672409467257
oulab,2,disability,N,static_full,25392,25392,1.0,0.44254095778197855,0.44254095778197855
oulab,2,disability,N,cutoff_valid,25392,25392,1.0,0.44254095778197855,0.44254095778197855
oulab,2,disability,Y,activity_conditioned,2677,2511,0.9379902876354128,0.5494957041464326,0.5316606929510155
oulab,2,disability,Y,static_full,2677,2677,1.0,0.5494957041464326,0.5494957041464326
oulab,2,disability,Y,cutoff_valid,2677,2677,1.0,0.5494957041464326,0.5494957041464326
oulab,2,gender,F,activity_conditioned,12576,11645,0.9259701017811705,0.4345578880407125,0.41099184199227135
oulab,2,gender,F,static_full,12576,12576,1.0,0.4345578880407125,0.4345578880407125
oulab,2,gender,F,cutoff_valid,12576,12576,1.0,0.4345578880407125,0.4345578880407125
oulab,2,gender,M,activity_conditioned,15493,14780,0.9539792164203188,0.46750145226876655,0.4506089309878214
oulab,2,gender,M,static_full,15493,15493,1.0,0.46750145226876655,0.46750145226876655
oulab,2,gender,M,cutoff_valid,15493,15493,1.0,0.46750145226876655,0.46750145226876655
oulab,2,age_band,0-35,activity_conditioned,19585,18457,0.9424049017104927,0.4731171815164667,0.4540282819526467
oulab,2,age_band,0-35,static_full,19585,19585,1.0,0.4731171815164667,0.4731171815164667
oulab,2,age_band,0-35,cutoff_valid,19585,19585,1.0,0.4731171815164667,0.4731171815164667
oulab,2,age_band,35-55,activity_conditioned,8286,7776,0.9384503982621288,0.40755491189958964,0.3864454732510288
oulab,2,age_band,35-55,static_full,8286,8286,1.0,0.40755491189958964,0.40755491189958964
oulab,2,age_band,35-55,cutoff_valid,8286,8286,1.0,0.40755491189958964,0.40755491189958964
oulab,2,age_band,55<=,activity_conditioned,198,192,0.9696969696969697,0.3282828282828283,0.3177083333333333
oulab,2,age_band,55<=,static_full,198,198,1.0,0.3282828282828283,0.3282828282828283
oulab,2,age_band,55<=,cutoff_valid,198,198,1.0,0.3282828282828283,0.3282828282828283
oulab,2,highest_education,A Level or Equivalent,activity_conditioned,12239,11628,0.9500776207206472,0.4037094533867146,0.3863949088407293
oulab,2,highest_education,A Level or Equivalent,static_full,12239,12239,1.0,0.4037094533867146,0.4037094533867146
oulab,2,highest_education,A Level or Equivalent,cutoff_valid,12239,12239,1.0,0.4037094533867146,0.4037094533867146
oulab,2,highest_education,HE Qualification,activity_conditioned,4211,4029,0.9567798622654952,0.37022085015435763,0.352692975924547
oulab,2,highest_education,HE Qualification,static_full,4211,4211,1.0,0.37022085015435763,0.37022085015435763
oulab,2,highest_education,HE Qualification,cutoff_valid,4211,4211,1.0,0.37022085015435763,0.37022085015435763
oulab,2,highest_education,Lower Than A Level,activity_conditioned,11054,10240,0.9263614981002352,0.5383571557807129,0.51806640625
oulab,2,highest_education,Lower Than A Level,static_full,11054,11054,1.0,0.5383571557807129,0.5383571557807129
oulab,2,highest_education,Lower Than A Level,cutoff_valid,11054,11054,1.0,0.5383571557807129,0.5383571557807129
oulab,2,highest_education,No Formal quals,activity_conditioned,272,245,0.9007352941176471,0.6213235294117647,0.5836734693877551
oulab,2,highest_education,No Formal quals,static_full,272,272,1.0,0.6213235294117647,0.6213235294117647
oulab,2,highest_education,No Formal quals,cutoff_valid,272,272,1.0,0.6213235294117647,0.6213235294117647
oulab,2,highest_education,Post Graduate Qualification,activity_conditioned,293,283,0.9658703071672355,0.3003412969283277,0.2968197879858657
oulab,2,highest_education,Post Graduate Qualification,static_full,293,293,1.0,0.3003412969283277,0.3003412969283277
oulab,2,highest_education,Post Graduate Qualification,cutoff_valid,293,293,1.0,0.3003412969283277,0.3003412969283277
oulab,4,imd_band,0-10%,activity_conditioned,2649,2531,0.9554548886372216,0.560966402416006,0.5440537337020941
oulab,4,imd_band,0-10%,static_full,2649,2649,1.0,0.560966402416006,0.560966402416006
oulab,4,imd_band,0-10%,cutoff_valid,2649,2649,1.0,0.560966402416006,0.560966402416006
oulab,4,imd_band,10-20,activity_conditioned,2827,2719,0.9617969579059074,0.5196321188539087,0.5045972784111806
oulab,4,imd_band,10-20,static_full,2827,2827,1.0,0.5196321188539087,0.5196321188539087
oulab,4,imd_band,10-20,cutoff_valid,2827,2827,1.0,0.5196321188539087,0.5196321188539087
oulab,4,imd_band,20-30%,activity_conditioned,2983,2878,0.9648005363727791,0.5011733154542407,0.48783877692842254
oulab,4,imd_band,20-30%,static_full,2983,2983,1.0,0.5011733154542407,0.5011733154542407
oulab,4,imd_band,20-30%,cutoff_valid,2983,2983,1.0,0.5011733154542407,0.5011733154542407
oulab,4,imd_band,30-40%,activity_conditioned,2998,2919,0.9736490993995998,0.4466310873915944,0.4354230900993491
oulab,4,imd_band,30-40%,static_full,2998,2998,1.0,0.4466310873915944,0.4466310873915944
oulab,4,imd_band,30-40%,cutoff_valid,2998,2998,1.0,0.4466310873915944,0.4466310873915944
oulab,4,imd_band,40-50%,activity_conditioned,2713,2636,0.9716181349060081,0.4408403980833026,0.4279210925644917
oulab,4,imd_band,40-50%,static_full,2713,2713,1.0,0.4408403980833026,0.4408403980833026
oulab,4,imd_band,40-50%,cutoff_valid,2713,2713,1.0,0.4408403980833026,0.4408403980833026
oulab,4,imd_band,50-60%,activity_conditioned,2688,2629,0.9780505952380952,0.4330357142857143,0.4244960060859643
oulab,4,imd_band,50-60%,static_full,2688,2688,1.0,0.4330357142857143,0.4330357142857143
oulab,4,imd_band,50-60%,cutoff_valid,2688,2688,1.0,0.4330357142857143,0.4330357142857143
oulab,4,imd_band,60-70%,activity_conditioned,2512,2446,0.9737261146496815,0.3996815286624204,0.3887980376124285
oulab,4,imd_band,60-70%,static_full,2512,2512,1.0,0.3996815286624204,0.3996815286624204
oulab,4,imd_band,60-70%,cutoff_valid,2512,2512,1.0,0.3996815286624204,0.3996815286624204
oulab,4,imd_band,70-80%,activity_conditioned,2519,2466,0.9789599047240969,0.41167129813418024,0.4034874290348743
oulab,4,imd_band,70-80%,static_full,2519,2519,1.0,0.41167129813418024,0.41167129813418024
oulab,4,imd_band,70-80%,cutoff_valid,2519,2519,1.0,0.41167129813418024,0.41167129813418024
oulab,4,imd_band,80-90%,activity_conditioned,2378,2326,0.9781328847771237,0.3725820016820858,0.3650042992261393
oulab,4,imd_band,80-90%,static_full,2378,2378,1.0,0.3725820016820858,0.3725820016820858
oulab,4,imd_band,80-90%,cutoff_valid,2378,2378,1.0,0.3725820016820858,0.3725820016820858
oulab,4,imd_band,90-100%,activity_conditioned,2240,2203,0.9834821428571429,0.34866071428571427,0.3404448479346346
oulab,4,imd_band,90-100%,static_full,2240,2240,1.0,0.34866071428571427,0.34866071428571427
oulab,4,imd_band,90-100%,cutoff_valid,2240,2240,1.0,0.34866071428571427,0.34866071428571427
oulab,4,imd_band,nan,activity_conditioned,1028,1016,0.9883268482490273,0.2908560311284047,0.28346456692913385
oulab,4,imd_band,nan,static_full,1028,1028,1.0,0.2908560311284047,0.2908560311284047
oulab,4,imd_band,nan,cutoff_valid,1028,1028,1.0,0.2908560311284047,0.2908560311284047
oulab,4,disability,N,activity_conditioned,24924,24237,0.972436206066442,0.43135130797624777,0.4194826092338161
oulab,4,disability,N,static_full,24924,24924,1.0,0.43135130797624777,0.43135130797624777
oulab,4,disability,N,cutoff_valid,24924,24924,1.0,0.43135130797624777,0.43135130797624777
oulab,4,disability,Y,activity_conditioned,2611,2532,0.9697433933358867,0.5381080045959402,0.5268562401263823
oulab,4,disability,Y,static_full,2611,2611,1.0,0.5381080045959402,0.5381080045959402
oulab,4,disability,Y,cutoff_valid,2611,2611,1.0,0.5381080045959402,0.5381080045959402
oulab,4,gender,F,activity_conditioned,12363,11937,0.96554234409124,0.42368357194855616,0.4094831197118204
oulab,4,gender,F,static_full,12363,12363,1.0,0.42368357194855616,0.42368357194855616
oulab,4,gender,F,cutoff_valid,12363,12363,1.0,0.42368357194855616,0.42368357194855616
oulab,4,gender,M,activity_conditioned,15172,14832,0.977590297917216,0.45597152649617717,0.44586030204962246
oulab,4,gender,M,static_full,15172,15172,1.0,0.45597152649617717,0.45597152649617717
oulab,4,gender,M,cutoff_valid,15172,15172,1.0,0.45597152649617717,0.45597152649617717
oulab,4,age_band,0-35,activity_conditioned,19177,18663,0.9731970589768995,0.4613860353548522,0.4501955741306328
oulab,4,age_band,0-35,static_full,19177,19177,1.0,0.4613860353548522,0.4613860353548522
oulab,4,age_band,0-35,cutoff_valid,19177,19177,1.0,0.4613860353548522,0.4613860353548522
oulab,4,age_band,35-55,activity_conditioned,8165,7915,0.9693815064298836,0.3977954684629516,0.38420720151610865
oulab,4,age_band,35-55,static_full,8165,8165,1.0,0.3977954684629516,0.3977954684629516
oulab,4,age_band,35-55,cutoff_valid,8165,8165,1.0,0.3977954684629516,0.3977954684629516
oulab,4,age_band,55<=,activity_conditioned,193,191,0.9896373056994818,0.31088082901554404,0.3036649214659686
oulab,4,age_band,55<=,static_full,193,193,1.0,0.31088082901554404,0.31088082901554404
oulab,4,age_band,55<=,cutoff_valid,193,193,1.0,0.31088082901554404,0.31088082901554404
oulab,4,highest_education,A Level or Equivalent,activity_conditioned,12040,11791,0.9793189368770764,0.39327242524916944,0.3840217114748537
oulab,4,highest_education,A Level or Equivalent,static_full,12040,12040,1.0,0.39327242524916944,0.39327242524916944
oulab,4,highest_education,A Level or Equivalent,cutoff_valid,12040,12040,1.0,0.39327242524916944,0.39327242524916944
oulab,4,highest_education,HE Qualification,activity_conditioned,4148,4069,0.9809546769527483,0.35969141755062684,0.34873433275989185
oulab,4,highest_education,HE Qualification,static_full,4148,4148,1.0,0.35969141755062684,0.35969141755062684
oulab,4,highest_education,HE Qualification,cutoff_valid,4148,4148,1.0,0.35969141755062684,0.35969141755062684
oulab,4,highest_education,Lower Than A Level,activity_conditioned,10799,10380,0.9612001111214001,0.526808037781276,0.5136801541425818
oulab,4,highest_education,Lower Than A Level,static_full,10799,10799,1.0,0.526808037781276,0.526808037781276
oulab,4,highest_education,Lower Than A Level,cutoff_valid,10799,10799,1.0,0.526808037781276,0.526808037781276
oulab,4,highest_education,No Formal quals,activity_conditioned,260,244,0.9384615384615385,0.6038461538461538,0.5778688524590164
oulab,4,highest_education,No Formal quals,static_full,260,260,1.0,0.6038461538461538,0.6038461538461538
oulab,4,highest_education,No Formal quals,cutoff_valid,260,260,1.0,0.6038461538461538,0.6038461538461538
oulab,4,highest_education,Post Graduate Qualification,activity_conditioned,288,285,0.9895833333333334,0.2881944444444444,0.28421052631578947
oulab,4,highest_education,Post Graduate Qualification,static_full,288,288,1.0,0.2881944444444444,0.2881944444444444
oulab,4,highest_education,Post Graduate Qualification,cutoff_valid,288,288,1.0,0.2881944444444444,0.2881944444444444
oulab,6,imd_band,0-10%,activity_conditioned,2604,2505,0.9619815668202765,0.5533794162826421,0.5385229540918164
oulab,6,imd_band,0-10%,static_full,2604,2604,1.0,0.5533794162826421,0.5533794162826421
oulab,6,imd_band,0-10%,cutoff_valid,2604,2604,1.0,0.5533794162826421,0.5533794162826421
oulab,6,imd_band,10-20,activity_conditioned,2778,2688,0.9676025917926566,0.5111591072714183,0.4973958333333333
oulab,6,imd_band,10-20,static_full,2778,2778,1.0,0.5111591072714183,0.5111591072714183
oulab,6,imd_band,10-20,cutoff_valid,2778,2778,1.0,0.5111591072714183,0.5111591072714183
oulab,6,imd_band,20-30%,activity_conditioned,2922,2835,0.9702258726899384,0.49075975359342916,0.47901234567901235
oulab,6,imd_band,20-30%,static_full,2922,2922,1.0,0.49075975359342916,0.49075975359342916
oulab,6,imd_band,20-30%,cutoff_valid,2922,2922,1.0,0.49075975359342916,0.49075975359342916
oulab,6,imd_band,30-40%,activity_conditioned,2940,2879,0.9792517006802721,0.4357142857142857,0.4254949635290031
oulab,6,imd_band,30-40%,static_full,2940,2940,1.0,0.4357142857142857,0.4357142857142857
oulab,6,imd_band,30-40%,cutoff_valid,2940,2940,1.0,0.4357142857142857,0.4357142857142857
oulab,6,imd_band,40-50%,activity_conditioned,2655,2597,0.9781544256120527,0.42862523540489644,0.41778975741239893
oulab,6,imd_band,40-50%,static_full,2655,2655,1.0,0.42862523540489644,0.42862523540489644
oulab,6,imd_band,40-50%,cutoff_valid,2655,2655,1.0,0.42862523540489644,0.42862523540489644
oulab,6,imd_band,50-60%,activity_conditioned,2636,2591,0.9829286798179059,0.4218512898330804,0.41451177151678886
oulab,6,imd_band,50-60%,static_full,2636,2636,1.0,0.4218512898330804,0.4218512898330804
oulab,6,imd_band,50-60%,cutoff_valid,2636,2636,1.0,0.4218512898330804,0.4218512898330804
oulab,6,imd_band,60-70%,activity_conditioned,2469,2416,0.9785338193600648,0.3892264074524099,0.3795529801324503
oulab,6,imd_band,60-70%,static_full,2469,2469,1.0,0.3892264074524099,0.3892264074524099
oulab,6,imd_band,60-70%,cutoff_valid,2469,2469,1.0,0.3892264074524099,0.3892264074524099
oulab,6,imd_band,70-80%,activity_conditioned,2470,2428,0.982995951417004,0.39959514170040483,0.392504118616145
oulab,6,imd_band,70-80%,static_full,2470,2470,1.0,0.39959514170040483,0.39959514170040483
oulab,6,imd_band,70-80%,cutoff_valid,2470,2470,1.0,0.39959514170040483,0.39959514170040483
oulab,6,imd_band,80-90%,activity_conditioned,2335,2298,0.9841541755888651,0.36102783725910065,0.35422106179286333
oulab,6,imd_band,80-90%,static_full,2335,2335,1.0,0.36102783725910065,0.36102783725910065
oulab,6,imd_band,80-90%,cutoff_valid,2335,2335,1.0,0.36102783725910065,0.36102783725910065
oulab,6,imd_band,90-100%,activity_conditioned,2200,2174,0.9881818181818182,0.3368181818181818,0.3311867525298988
oulab,6,imd_band,90-100%,static_full,2200,2200,1.0,0.3368181818181818,0.3368181818181818
oulab,6,imd_band,90-100%,cutoff_valid,2200,2200,1.0,0.3368181818181818,0.3368181818181818
oulab,6,imd_band,nan,activity_conditioned,1013,1004,0.9911154985192497,0.28035538005923,0.2749003984063745
oulab,6,imd_band,nan,static_full,1013,1013,1.0,0.28035538005923,0.28035538005923
oulab,6,imd_band,nan,cutoff_valid,1013,1013,1.0,0.28035538005923,0.28035538005923
oulab,6,disability,N,activity_conditioned,24476,23930,0.977692433404151,0.42090210818761237,0.4104889260342666
oulab,6,disability,N,static_full,24476,24476,1.0,0.42090210818761237,0.42090210818761237
oulab,6,disability,N,cutoff_valid,24476,24476,1.0,0.42090210818761237,0.42090210818761237
oulab,6,disability,Y,activity_conditioned,2546,2485,0.9760408483896308,0.5263157894736842,0.5171026156941649
oulab,6,disability,Y,static_full,2546,2546,1.0,0.5263157894736842,0.5263157894736842
oulab,6,disability,Y,cutoff_valid,2546,2546,1.0,0.5263157894736842,0.5263157894736842
oulab,6,gender,F,activity_conditioned,12168,11819,0.9713182117028271,0.4143655489809336,0.40181064387850074
oulab,6,gender,F,static_full,12168,12168,1.0,0.4143655489809336,0.4143655489809336
oulab,6,gender,F,cutoff_valid,12168,12168,1.0,0.4143655489809336,0.4143655489809336
oulab,6,gender,M,activity_conditioned,14854,14596,0.9826309411606301,0.44432476100713614,0.43566730611126336
oulab,6,gender,M,static_full,14854,14854,1.0,0.44432476100713614,0.44432476100713614
oulab,6,gender,M,cutoff_valid,14854,14854,1.0,0.44432476100713614,0.44432476100713614
oulab,6,age_band,0-35,activity_conditioned,18812,18403,0.9782585583669998,0.4509355730384861,0.44096071292724015
oulab,6,age_band,0-35,static_full,18812,18812,1.0,0.4509355730384861,0.4509355730384861
oulab,6,age_band,0-35,cutoff_valid,18812,18812,1.0,0.4509355730384861,0.4509355730384861
oulab,6,age_band,35-55,activity_conditioned,8020,7823,0.9754364089775561,0.38678304239401495,0.3754314201712898
oulab,6,age_band,35-55,static_full,8020,8020,1.0,0.38678304239401495,0.38678304239401495
oulab,6,age_band,35-55,cutoff_valid,8020,8020,1.0,0.38678304239401495,0.38678304239401495
oulab,6,age_band,55<=,activity_conditioned,190,189,0.9947368421052631,0.3,0.2962962962962963
oulab,6,age_band,55<=,static_full,190,190,1.0,0.3,0.3
oulab,6,age_band,55<=,cutoff_valid,190,190,1.0,0.3,0.3
oulab,6,highest_education,A Level or Equivalent,activity_conditioned,11848,11656,0.9837947332883187,0.38344024307900065,0.37568634179821553
oulab,6,highest_education,A Level or Equivalent,static_full,11848,11848,1.0,0.38344024307900065,0.38344024307900065
oulab,6,highest_education,A Level or Equivalent,cutoff_valid,11848,11848,1.0,0.38344024307900065,0.38344024307900065
oulab,6,highest_education,HE Qualification,activity_conditioned,4095,4037,0.9858363858363859,0.35115995115995113,0.3423334159028982
oulab,6,highest_education,HE Qualification,static_full,4095,4095,1.0,0.35115995115995113,0.35115995115995113
oulab,6,highest_education,HE Qualification,cutoff_valid,4095,4095,1.0,0.35115995115995113,0.35115995115995113
oulab,6,highest_education,Lower Than A Level,activity_conditioned,10543,10200,0.9674665654936925,0.5153182206203168,0.5031372549019608
oulab,6,highest_education,Lower Than A Level,static_full,10543,10543,1.0,0.5153182206203168,0.5153182206203168
oulab,6,highest_education,Lower Than A Level,cutoff_valid,10543,10543,1.0,0.5153182206203168,0.5153182206203168
oulab,6,highest_education,No Formal quals,activity_conditioned,255,242,0.9490196078431372,0.596078431372549,0.5743801652892562
oulab,6,highest_education,No Formal quals,static_full,255,255,1.0,0.596078431372549,0.596078431372549
oulab,6,highest_education,No Formal quals,cutoff_valid,255,255,1.0,0.596078431372549,0.596078431372549
oulab,6,highest_education,Post Graduate Qualification,activity_conditioned,281,280,0.99644128113879,0.2704626334519573,0.2714285714285714
oulab,6,highest_education,Post Graduate Qualification,static_full,281,281,1.0,0.2704626334519573,0.2704626334519573
oulab,6,highest_education,Post Graduate Qualification,cutoff_valid,281,281,1.0,0.2704626334519573,0.2704626334519573
oulab,8,imd_band,0-10%,activity_conditioned,2549,2458,0.964299725382503,0.5437426441741859,0.5284784377542717
oulab,8,imd_band,0-10%,static_full,2549,2549,1.0,0.5437426441741859,0.5437426441741859
oulab,8,imd_band,0-10%,cutoff_valid,2549,2549,1.0,0.5437426441741859,0.5437426441741859
oulab,8,imd_band,10-20,activity_conditioned,2726,2644,0.9699192956713133,0.5018341892883346,0.48789712556732223
oulab,8,imd_band,10-20,static_full,2726,2726,1.0,0.5018341892883346,0.5018341892883346
oulab,8,imd_band,10-20,cutoff_valid,2726,2726,1.0,0.5018341892883346,0.5018341892883346
oulab,8,imd_band,20-30%,activity_conditioned,2861,2783,0.9727368053128277,0.4799021321216358,0.468199784405318
oulab,8,imd_band,20-30%,static_full,2861,2861,1.0,0.4799021321216358,0.4799021321216358
oulab,8,imd_band,20-30%,cutoff_valid,2861,2861,1.0,0.4799021321216358,0.4799021321216358
oulab,8,imd_band,30-40%,activity_conditioned,2883,2827,0.9805757891085675,0.42421089143253554,0.41422002122391227
oulab,8,imd_band,30-40%,static_full,2883,2883,1.0,0.42421089143253554,0.42421089143253554
oulab,8,imd_band,30-40%,cutoff_valid,2883,2883,1.0,0.42421089143253554,0.42421089143253554
oulab,8,imd_band,40-50%,activity_conditioned,2612,2560,0.9800918836140888,0.41921898928024504,0.408984375
oulab,8,imd_band,40-50%,static_full,2612,2612,1.0,0.41921898928024504,0.41921898928024504
oulab,8,imd_band,40-50%,cutoff_valid,2612,2612,1.0,0.41921898928024504,0.41921898928024504
oulab,8,imd_band,50-60%,activity_conditioned,2590,2554,0.9861003861003861,0.4115830115830116,0.4048551292090838
oulab,8,imd_band,50-60%,static_full,2590,2590,1.0,0.4115830115830116,0.4115830115830116
oulab,8,imd_band,50-60%,cutoff_valid,2590,2590,1.0,0.4115830115830116,0.4115830115830116
oulab,8,imd_band,60-70%,activity_conditioned,2420,2372,0.9801652892561984,0.3768595041322314,0.3663575042158516
oulab,8,imd_band,60-70%,static_full,2420,2420,1.0,0.3768595041322314,0.3768595041322314
oulab,8,imd_band,60-70%,cutoff_valid,2420,2420,1.0,0.3768595041322314,0.3768595041322314
oulab,8,imd_band,70-80%,activity_conditioned,2419,2386,0.9863579991732121,0.3869367507234394,0.37929589270746017
oulab,8,imd_band,70-80%,static_full,2419,2419,1.0,0.3869367507234394,0.3869367507234394
oulab,8,imd_band,70-80%,cutoff_valid,2419,2419,1.0,0.3869367507234394,0.3869367507234394
oulab,8,imd_band,80-90%,activity_conditioned,2298,2268,0.9869451697127938,0.3503046127067015,0.3439153439153439
oulab,8,imd_band,80-90%,static_full,2298,2298,1.0,0.3503046127067015,0.3503046127067015
oulab,8,imd_band,80-90%,cutoff_valid,2298,2298,1.0,0.3503046127067015,0.3503046127067015
oulab,8,imd_band,90-100%,activity_conditioned,2166,2145,0.9903047091412742,0.32640812557710064,0.32214452214452216
oulab,8,imd_band,90-100%,static_full,2166,2166,1.0,0.32640812557710064,0.32640812557710064
oulab,8,imd_band,90-100%,cutoff_valid,2166,2166,1.0,0.32640812557710064,0.32640812557710064
oulab,8,imd_band,nan,activity_conditioned,999,992,0.992992992992993,0.2702702702702703,0.2651209677419355
oulab,8,imd_band,nan,static_full,999,999,1.0,0.2702702702702703,0.2702702702702703
oulab,8,imd_band,nan,cutoff_valid,999,999,1.0,0.2702702702702703,0.2702702702702703
oulab,8,disability,N,activity_conditioned,24040,23557,0.9799084858569052,0.4103161397670549,0.399966039818313
oulab,8,disability,N,static_full,24040,24040,1.0,0.4103161397670549,0.4103161397670549
oulab,8,disability,N,cutoff_valid,24040,24040,1.0,0.4103161397670549,0.4103161397670549
oulab,8,disability,Y,activity_conditioned,2483,2432,0.9794603302456706,0.5142972211035038,0.5057565789473685
oulab,8,disability,Y,static_full,2483,2483,1.0,0.5142972211035038,0.5142972211035038
oulab,8,disability,Y,cutoff_valid,2483,2483,1.0,0.5142972211035038,0.5142972211035038
oulab,8,gender,F,activity_conditioned,11951,11651,0.9748974981173124,0.40356455526734164,0.3911252253025491
oulab,8,gender,F,static_full,11951,11951,1.0,0.40356455526734164,0.40356455526734164
oulab,8,gender,F,cutoff_valid,11951,11951,1.0,0.40356455526734164,0.40356455526734164
oulab,8,gender,M,activity_conditioned,14572,14338,0.9839418062036783,0.43357123250068624,0.42509415539126794
oulab,8,gender,M,static_full,14572,14572,1.0,0.43357123250068624,0.43357123250068624
oulab,8,gender,M,cutoff_valid,14572,14572,1.0,0.43357123250068624,0.43357123250068624
oulab,8,age_band,0-35,activity_conditioned,18455,18085,0.9799512327282579,0.44026009211595774,0.4303013547138513
oulab,8,age_band,0-35,static_full,18455,18455,1.0,0.44026009211595774,0.44026009211595774
oulab,8,age_band,0-35,cutoff_valid,18455,18455,1.0,0.44026009211595774,0.44026009211595774
oulab,8,age_band,35-55,activity_conditioned,7883,7720,0.9793225929214766,0.3759989851579348,0.36515544041450776
oulab,8,age_band,35-55,static_full,7883,7883,1.0,0.3759989851579348,0.3759989851579348
oulab,8,age_band,35-55,cutoff_valid,7883,7883,1.0,0.3759989851579348,0.3759989851579348
oulab,8,age_band,55<=,activity_conditioned,185,184,0.9945945945945946,0.2810810810810811,0.27717391304347827
oulab,8,age_band,55<=,static_full,185,185,1.0,0.2810810810810811,0.2810810810810811
oulab,8,age_band,55<=,cutoff_valid,185,185,1.0,0.2810810810810811,0.2810810810810811
oulab,8,highest_education,A Level or Equivalent,activity_conditioned,11666,11498,0.985599177095834,0.3738213612206412,0.36632457818751085
oulab,8,highest_education,A Level or Equivalent,static_full,11666,11666,1.0,0.3738213612206412,0.3738213612206412
oulab,8,highest_education,A Level or Equivalent,cutoff_valid,11666,11666,1.0,0.3738213612206412,0.3738213612206412
oulab,8,highest_education,HE Qualification,activity_conditioned,4031,3982,0.9878442073927065,0.340858347804515,0.3332496233048719
oulab,8,highest_education,HE Qualification,static_full,4031,4031,1.0,0.340858347804515,0.340858347804515
oulab,8,highest_education,HE Qualification,cutoff_valid,4031,4031,1.0,0.340858347804515,0.340858347804515
oulab,8,highest_education,Lower Than A Level,activity_conditioned,10303,9999,0.9704940308647967,0.5038338348053965,0.49114911491149116
oulab,8,highest_education,Lower Than A Level,static_full,10303,10303,1.0,0.5038338348053965,0.5038338348053965
oulab,8,highest_education,Lower Than A Level,cutoff_valid,10303,10303,1.0,0.5038338348053965,0.5038338348053965
oulab,8,highest_education,No Formal quals,activity_conditioned,246,233,0.9471544715447154,0.5813008130081301,0.5579399141630901
oulab,8,highest_education,No Formal quals,static_full,246,246,1.0,0.5813008130081301,0.5813008130081301
