dataset,week,model,protocol,train_protocol,eval_protocol,membership_class,n,n_clusters,risk_rate,mean_predicted_risk,auc,pr_auc_risk,brier,ece
oulab,4,base_lr_profile,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4304236245376237,0.6267348476059433,0.5564904565908386,0.23293132817413972,0.006615198495445533
oulab,4,base_lr_profile,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8614492502260241,0.7012860188432708,0.9283874269693635,0.11758332507478209,0.03670228603792611
oulab,4,base_lr_weekly,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4946765439455622,0.6520687411833765,0.5475500093215083,0.24424961595191294,0.07940014806305462
oulab,4,base_lr_weekly,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.819003422061996,0.34841482704078125,0.8086013555738194,0.12927107686001943,0.06059765426599043
oulab,4,base_lr_weekly,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4667368575180877,0.6581236645435736,0.5496793486803707,0.2401183336689836,0.04352632059725997
oulab,4,base_lr_weekly,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8615273606509319,0.33917199642390483,0.805221373474754,0.12690486758473093,0.0064359768389214145
oulab,4,base_rf_entropy,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4890107160594683,0.7298565601829295,0.6662306123909646,0.21049608288660063,0.059411004001754496
oulab,4,base_rf_entropy,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8394183766219635,0.815459734543704,0.9589217156684741,0.1037474968219824,0.023062049641789092
oulab,4,base_rf_entropy,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4886308410143934,0.7323265929171519,0.6688275359215705,0.20921040201325133,0.05899241526580613
oulab,4,base_rf_entropy,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8739133061538688,0.822240561171859,0.9635194033717365,0.10309520606018542,0.030445540065186762
oulab,4,base_rf_gini,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.48969250104153395,0.7302364920620519,0.6670821726015564,0.21032643381031188,0.060162468858660896
oulab,4,base_rf_gini,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8340029476867222,0.8144144144144144,0.9583702982649418,0.10413243580679207,0.027972924810523197
oulab,4,base_rf_gini,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4897662338095165,0.7316879440288332,0.6678407855209578,0.20955387882525645,0.06021058170670811
oulab,4,base_rf_gini,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8721529606520062,0.821332783164844,0.9618139304183062,0.10325209201660314,0.029982879422919703
oulab,4,base_svm,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.46568504177841,0.6770304393346256,0.5606060333115229,0.2273958721727543,0.06415340183837437
oulab,4,base_svm,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.631687875961093,0.4076954817412832,0.8242827236365582,0.17776529615391704,0.2234035078509175
oulab,4,base_svm,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4372122318674675,0.6816236372196861,0.5628479353536222,0.2264047880544673,0.058593055405210585
oulab,4,base_svm,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.6823795169039053,0.38454714256240974,0.8128418160202866,0.16102605604256634,0.17271186690810517
oulab,4,flat_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.466079375428651,0.7286438277616027,0.6807987017259334,0.2074375731082856,0.03702529490701343
oulab,4,flat_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8960910777227006,0.35566329688467097,0.8099603101257786,0.12786203315426153,0.0409996939106901
oulab,4,flat_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.45019581990265045,0.7292592245797356,0.6814984450118622,0.205961017254623,0.021575602327715354
oulab,4,flat_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8424120481828936,0.33917199642390483,0.805221373474754,0.12727726302394118,0.012679335629116911
oulab,4,stack_7_full,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4467044439700853,0.7699073199703768,0.7395260704907058,0.1899482524788434,0.017834147526823614
oulab,4,stack_7_full,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8313982815277359,0.8034866927996699,0.9600747085257024,0.1050871912803659,0.027074302451783924
oulab,4,stack_7_full,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.43824142882917666,0.769286484571047,0.7387641574221644,0.18996730149408378,0.01244528431613281
oulab,4,stack_7_full,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8454328008481165,0.7988996630218005,0.9577868950968192,0.10440481724945773,0.01910396736862583
oulab,4,temporal_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.47064738582854976,0.7015323979869663,0.6120431417227361,0.21957478164018052,0.041888033504780285
oulab,4,temporal_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8782564908048579,0.35632349907159067,0.8099820149858293,0.12745974020003012,0.055288687775009476
oulab,4,temporal_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.44991597766908964,0.7027549511761197,0.6101556398723822,0.21706532817672775,0.020973663011777745
oulab,4,temporal_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8439570130022621,0.33917199642390483,0.805221373474754,0.127039679511375,0.011134370809748328
oulab,6,base_dffnn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26415,22,0.4205186447094454,0.4663884750520276,0.7484842100597733,0.6886467841108839,0.2063764733713841,0.0606618623496043
oulab,6,base_dffnn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,607,20,0.8797364085667215,0.8471717942525278,0.8461341131804423,0.9768159926308634,0.09101668194956085,0.045982241271387406
oulab,6,base_dffnn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26415,22,0.4205186447094454,0.4625973711598589,0.7425828333651592,0.6669140005013718,0.20943947397192123,0.061205896953797675
oulab,6,base_dffnn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,607,20,0.8797364085667215,0.889328477030562,0.8446462469857884,0.976152222398254,0.08909037743145323,0.03310321174515695
oulab,6,base_knn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26415,22,0.4205186447094454,0.4531074010978611,0.7117421041476901,0.6300881890899548,0.21546872973689193,0.04014628052243045
oulab,6,base_knn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,607,20,0.8797364085667215,1.0,0.5,0.8797364085667215,0.12026359143327842,0.12026359143327842
oulab,6,base_knn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26415,22,0.4205186447094454,0.4318090478894568,0.7108524119686157,0.6199956927638295,0.2147548959303426,0.028580882074578852
oulab,6,base_knn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,607,20,0.8797364085667215,0.9928830313014828,0.6351008157611205,0.9096443699645493,0.11735037891268536,0.11314662273476112
oulab,6,base_lr_clickstream,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26415,22,0.4205186447094454,0.44505560562266455,0.6980758077996471,0.577567701277468,0.22234190130494566,0.05865181627238911
oulab,6,base_lr_clickstream,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,607,20,0.8797364085667215,0.7776241816280429,0.3111564311733621,0.8296247416911541,0.11968179183419042,0.10211222693867866
