dataset,week,model,protocol,train_protocol,eval_protocol,membership_class,n,n_clusters,risk_rate,mean_predicted_risk,auc,pr_auc_risk,brier,ece
oulab,2,base_rf_entropy,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.4826461455811411,0.6986830721376751,0.6305288042631896,0.21910160312764,0.049639400682302125
oulab,2,base_rf_entropy,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7571579185557764,0.6840488379618489,0.8618783552659885,0.1659919717157617,0.02371008046150726
oulab,2,base_rf_entropy,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.47022056832804787,0.6987878026032999,0.6313897532568535,0.21786250580740535,0.037070142594840656
oulab,2,base_rf_entropy,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7973448263386508,0.6561595074717269,0.8535556049500205,0.170178373467272,0.030348759616309527
oulab,2,base_rf_gini,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.4830887286291382,0.6986012055295492,0.6301526059561084,0.21917926457775028,0.04997767852423004
oulab,2,base_rf_gini,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7500231393486518,0.6828208362028194,0.8596889682292107,0.1661604496844579,0.028457432840408373
oulab,2,base_rf_gini,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.47074774438249406,0.698670193719982,0.6309990677006503,0.21796483360149546,0.03759731864928693
oulab,2,base_rf_gini,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7947957006616211,0.6566614946772762,0.8492935400591253,0.17001385033264488,0.0315039707691378
oulab,2,base_svm,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.460988723145016,0.6323658614517661,0.5403005456397886,0.23420991457800028,0.03206275272362513
oulab,2,base_svm,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.5717556729366269,0.49478721550601146,0.7654894820460576,0.21767371811430572,0.1958842297397722
oulab,2,base_svm,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.4336130910202696,0.6354814994822328,0.5451962268706679,0.23323907207031622,0.02634944867944888
oulab,2,base_svm,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.6619883161085848,0.482482305988168,0.756800124448747,0.19138107243212163,0.1056515865678142
oulab,2,flat_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.46585586175026733,0.6679392619759106,0.5882516480058237,0.2262795990363646,0.03274535739141467
oulab,2,flat_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.775586300105129,0.458996772346728,0.7502897354852338,0.17981970916610557,0.007946397428729907
oulab,2,flat_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.44274392563413656,0.6684024271524545,0.5885505465574222,0.225043593848026,0.010857206594270264
oulab,2,flat_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.756432949197496,0.45435650218634094,0.7462526851080685,0.1790100877452843,0.011206953478902881
oulab,2,stack_7_full,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.4546483522554616,0.7016150002396622,0.634678066211535,0.2162107847327624,0.021931910288229318
oulab,2,stack_7_full,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7680258314140694,0.684928352735208,0.8698140807628743,0.16622206413502902,0.029730410731289784
oulab,2,stack_7_full,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.43622294165338094,0.7022244911878901,0.6401267277088849,0.21516595030834734,0.0060972634744635296
oulab,2,stack_7_full,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7573316965332115,0.6860329320201458,0.8751885015749281,0.16630896953526964,0.021397684645596004
oulab,2,temporal_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.4633451545068306,0.6466706543100582,0.5607587158771207,0.23132748971949288,0.030194728773623503
oulab,2,temporal_hgb,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7881355406622118,0.4573601281104538,0.7499121787472244,0.1802926398136836,0.02049563798581285
oulab,2,temporal_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26425,22,0.43315042573320717,0.4397941268752656,0.6462551299467924,0.5593548297080331,0.2300194249728335,0.0078303234262364
oulab,2,temporal_hgb,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,1644,22,0.767639902676399,0.7551383128832612,0.4506289360360435,0.7453448379924567,0.17906444911941524,0.01250158979313798
oulab,4,base_dffnn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4787879450105772,0.7250065416735301,0.6549521972616668,0.21618644656990452,0.06001350978669498
oulab,4,base_dffnn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.820785968971514,0.8319922976411527,0.9673262274224825,0.1051976925408108,0.04361324666282486
oulab,4,base_dffnn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.47722182698513027,0.7216477080953219,0.6421500230903445,0.21768400587520317,0.06193649728369271
oulab,4,base_dffnn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8590374314615169,0.8358022144281685,0.9673683302300811,0.10236561833816796,0.029099801455487975
oulab,4,base_knn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4522484963950839,0.7044844342339084,0.6251941753083738,0.21831539586835522,0.027504949755314007
oulab,4,base_knn,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,1.0,0.5,0.8550913838120104,0.14490861618798956,0.14490861618798956
oulab,4,base_knn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.43474212708730253,0.7034079881015005,0.6102220981569482,0.21835874332249988,0.024034816392095346
oulab,4,base_knn,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.9895665796344648,0.5939275153015612,0.8792607504505,0.14058448041775456,0.13447519582245432
oulab,4,base_lr_clickstream,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4475617289035321,0.6788002675531375,0.5690879233916291,0.22921802830626226,0.053373784096195705
oulab,4,base_lr_clickstream,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.7589720848290209,0.38826077986383334,0.8211566755640545,0.13484423159572984,0.09611929898298949
oulab,4,base_lr_clickstream,cutoff_valid,cutoff_valid,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.42360278583246674,0.6835944708433619,0.5722664960192547,0.22708878557965478,0.04077777713889244
oulab,4,base_lr_clickstream,cutoff_valid,cutoff_valid,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.8616135840757626,0.33917199642390483,0.805221373474754,0.12692623019906435,0.0065222002637520815
oulab,4,base_lr_profile,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_active,26769,22,0.429638761253689,0.4695708363289215,0.6265396224729419,0.5548050920680856,0.2348194626430828,0.04159807849896499
oulab,4,base_lr_profile,activity_to_cutoff_valid,activity_conditioned,cutoff_valid,eligible_silent,766,20,0.8550913838120104,0.4703724004179498,0.7460284712193108,0.9387610748068866,0.26281797925732336,0.3847189833940606
